,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r6,0,8594,401485
1,1988_01_01_training_r6,0,18425,402270
2,1988_02_01_training_r6,0,12409,412116
3,1988_03_01_training_r6,0,483080,16464
4,1988_04_01_training_r6,0,485849,14091
5,1988_05_01_training_r6,0,500000,0
6,1988_06_01_training_r6,0,485174,12790
7,1988_07_01_training_r6,0,500000,0
8,1988_08_01_training_r6,0,500000,0
9,1988_09_01_training_r6,0,478547,15938
10,1988_10_01_training_r6,0,492863,6883
11,1988_11_01_training_r6,0,3096,380276
12,1988_12_01_training_r6,0,13014,390437
13,1989_01_01_training_r6,0,127859,282551
14,1989_02_01_training_r6,0,9024,414235
15,1989_03_01_training_r6,0,8406,421599
16,1989_04_01_training_r6,0,142802,308047
17,1989_05_01_training_r6,0,500000,0
18,1989_06_01_training_r6,0,500000,0
19,1989_07_01_training_r6,0,500000,0
20,1989_08_01_training_r6,0,500000,0
21,1989_09_01_training_r6,0,500000,0
22,1989_10_01_training_r6,0,91525,234516
23,1989_11_01_training_r6,0,24481,374708
24,1989_12_01_training_r6,0,470373,23754
25,1990_01_01_training_r6,0,152825,270755
26,1990_02_01_training_r6,0,401736,84378
27,1990_03_01_training_r6,0,500000,0
28,1990_04_01_training_r6,0,222729,201035
29,1990_05_01_training_r6,0,5174,355690
30,1990_06_01_training_r6,0,428062,3074
31,1990_07_01_training_r6,0,500000,0
32,1990_08_01_training_r6,0,474924,17037
33,1990_09_01_training_r6,0,483172,12376
34,1990_10_01_training_r6,0,33568,324062
35,1990_11_01_training_r6,0,11546,381906
36,1990_12_01_training_r6,0,38239,380467
37,1991_01_01_training_r6,0,462787,33523
38,1991_02_01_training_r6,0,17074,410546
39,1991_03_01_training_r6,0,5201,420386
40,1991_04_01_training_r6,0,390759,61663
41,1991_05_01_training_r6,0,500000,0
42,1991_06_01_training_r6,0,500000,0
43,1991_07_01_training_r6,0,174654,112173
44,1991_08_01_training_r6,0,500000,0
45,1991_09_01_training_r6,0,500000,0
46,1991_10_01_training_r6,0,468130,18576
47,1991_11_01_training_r6,0,10597,358048
48,1991_12_01_training_r6,0,29218,389905
49,1992_01_01_training_r6,0,456363,36386
50,1992_02_01_training_r6,0,189631,234938
51,1992_03_01_training_r6,0,4179,421272
52,1992_04_01_training_r6,0,3713,379970
53,1992_05_01_training_r6,0,25198,333327
54,1992_06_01_training_r6,0,500000,0
55,1992_07_01_training_r6,0,500000,0
56,1992_08_01_training_r6,0,500000,0
57,1992_09_01_training_r6,0,500000,0
58,1992_10_01_training_r6,0,500000,0
59,1992_11_01_training_r6,0,437916,51130
60,1992_12_01_training_r6,0,495087,3940
61,1993_01_01_training_r6,0,279776,134513
62,1993_02_01_training_r6,0,383020,83863
63,1993_03_01_training_r6,0,500000,0
64,1993_04_01_training_r6,0,437368,16890
65,1993_05_01_training_r6,0,500000,0
66,1993_06_01_training_r6,0,500000,0
67,1993_07_01_training_r6,0,493384,2241
68,1993_08_01_training_r6,0,492977,2806
69,1993_09_01_training_r6,0,93945,225978
70,1993_10_01_training_r6,0,485658,13596
71,1993_11_01_training_r6,0,29270,373664
72,1993_12_01_training_r6,0,7505,405611
73,1994_01_01_training_r6,0,500000,0
74,1994_02_01_training_r6,0,500000,0
75,1994_03_01_training_r6,0,500000,0
76,1994_04_01_training_r6,0,500000,0
77,1994_05_01_training_r6,0,500000,0
78,1994_06_01_training_r6,0,500000,0
79,1994_07_01_training_r6,0,500000,0
80,1994_08_01_training_r6,0,302298,108794
81,1994_09_01_training_r6,0,500000,0
82,1994_10_01_training_r6,0,455630,31970
83,1994_11_01_training_r6,0,319228,155002
84,1994_12_01_training_r6,0,146282,271268
85,1995_01_01_training_r6,0,119951,313712
86,1995_02_01_training_r6,0,188045,246778
87,1995_03_01_training_r6,0,477280,21731
88,1995_04_01_training_r6,0,499753,194
89,1995_05_01_training_r6,0,500000,0
90,1995_06_01_training_r6,0,500000,0
91,1995_07_01_training_r6,0,500000,0
92,1995_08_01_training_r6,0,500000,0
93,1995_09_01_training_r6,0,500000,0
94,1995_10_01_training_r6,0,500000,0
95,1995_11_01_training_r6,0,500000,0
96,1995_12_01_training_r6,0,500000,0
97,1996_01_01_training_r6,0,500000,0
98,1996_02_01_training_r6,0,500000,0
99,1996_03_01_training_r6,0,500000,0
100,1996_04_01_training_r6,0,500000,0
101,1996_05_01_training_r6,0,500000,0
102,1996_06_01_training_r6,0,500000,0
103,1996_07_01_training_r6,0,500000,0
104,1996_08_01_training_r6,0,500000,0
105,1996_09_01_training_r6,0,500000,0
106,1996_10_01_training_r6,0,9592,308772
107,1996_11_01_training_r6,0,500000,0
108,1996_12_01_training_r6,0,500000,0
109,1997_01_01_training_r6,0,33558,393422
110,1997_02_01_training_r6,0,500000,0
111,1997_03_01_training_r6,0,500000,0
112,1997_04_01_training_r6,0,500000,0
113,1997_05_01_training_r6,0,500000,0
114,1997_06_01_training_r6,0,500000,0
115,1997_07_01_training_r6,0,500000,0
116,1997_08_01_training_r6,0,500000,0
117,1997_09_01_training_r6,0,500000,0
118,1997_10_01_training_r6,0,500000,0
119,1997_11_01_training_r6,0,500000,0
120,1997_12_01_training_r6,0,500000,0
121,1998_01_01_training_r6,0,500000,0
122,1998_02_01_training_r6,0,500000,0
123,1998_03_01_training_r6,0,500000,0
124,1998_04_01_training_r6,0,500000,0
125,1998_05_01_training_r6,0,500000,0
126,1998_06_01_training_r6,0,500000,0
127,1998_07_01_training_r6,0,500000,0
128,1998_08_01_training_r6,0,500000,0
129,1998_09_01_training_r6,0,500000,0
130,1998_10_01_training_r6,0,500000,0
131,1998_11_01_training_r6,0,500000,0
132,1998_12_01_training_r6,0,500000,0
133,1999_01_01_training_r6,0,500000,0
134,1999_02_01_training_r6,0,500000,0
135,1999_03_01_training_r6,0,500000,0
136,1999_04_01_training_r6,0,500000,0
137,1999_05_01_training_r6,0,500000,0
138,1999_06_01_training_r6,0,500000,0
139,1999_07_01_training_r6,0,500000,0
140,1999_08_01_training_r6,0,498253,13
141,1999_09_01_training_r6,0,56556,206689
142,1999_10_01_training_r6,0,461940,22397
143,1999_11_01_training_r6,0,24079,364283
144,1999_12_01_training_r6,0,468501,26482
145,2000_01_01_training_r6,0,481228,16970
146,2000_02_01_training_r6,0,58098,369898
147,2000_03_01_training_r6,0,309893,149358
148,2000_04_01_training_r6,0,92316,344550
149,2000_05_01_training_r6,0,159073,233130
150,2000_06_01_training_r6,0,476858,17391
151,2000_07_01_training_r6,0,198019,118757
152,2000_08_01_training_r6,0,441385,12457
153,2000_09_01_training_r6,0,25541,243600
154,2000_10_01_training_r6,0,459889,18778
155,2000_11_01_training_r6,0,27928,376948
156,2000_12_01_training_r6,0,477361,20222
157,2001_01_01_training_r6,0,460833,22288
158,2001_02_01_training_r6,0,234661,196517
159,2001_03_01_training_r6,0,9987,426307
160,2001_04_01_training_r6,0,72397,338572
161,2001_05_01_training_r6,0,10112,387201
162,2001_06_01_training_r6,0,311332,107718
163,2001_07_01_training_r6,0,493171,5385
164,2001_08_01_training_r6,0,288039,76942
165,2001_09_01_training_r6,0,453443,24136
166,2001_10_01_training_r6,0,193505,173790
167,2001_11_01_training_r6,0,20005,383378
168,2001_12_01_training_r6,0,18672,403999
169,2002_01_01_training_r6,0,275167,189460
170,2002_02_01_training_r6,0,31169,399972
171,2002_03_01_training_r6,0,3239,432112
172,2002_04_01_training_r6,0,9400,396724
173,2002_05_01_training_r6,0,67980,339624
174,2002_06_01_training_r6,0,498575,65
175,2002_07_01_training_r6,0,500000,0
176,2002_08_01_training_r6,0,480019,10266
177,2002_09_01_training_r6,0,211027,142471
178,2002_10_01_training_r6,0,116,297065
179,2002_11_01_training_r6,0,1830,400224
180,2002_12_01_training_r6,0,468815,26218
181,2003_01_01_training_r6,0,240486,186508
182,2003_02_01_training_r6,0,74405,351041
183,2003_03_01_training_r6,0,166576,260084
184,2003_04_01_training_r6,0,199411,225536
185,2003_05_01_training_r6,0,402143,76332
186,2003_06_01_training_r6,0,500000,0
187,2003_07_01_training_r6,0,500000,0
188,2003_08_01_training_r6,0,216483,120875
189,2003_09_01_training_r6,0,305052,54458
190,2003_10_01_training_r6,0,500000,0
191,2003_11_01_training_r6,0,24112,358058
192,2003_12_01_training_r6,0,9730,392390
193,2004_01_01_training_r6,0,73632,353293
194,2004_02_01_training_r6,0,89094,336521
195,2004_03_01_training_r6,0,4,430472
196,2004_04_01_training_r6,0,16235,362901
197,2004_05_01_training_r6,0,21998,343321
198,2004_06_01_training_r6,0,500000,0
199,2004_07_01_training_r6,0,500000,0
200,2004_08_01_training_r6,0,214587,128053
201,2004_09_01_training_r6,0,406048,3593
202,2004_10_01_training_r6,0,1399,261328
203,2004_11_01_training_r6,0,7397,361478
204,2004_12_01_training_r6,0,14518,384245
205,2005_01_01_training_r6,0,143019,269538
206,2005_02_01_training_r6,0,50157,355968
207,2005_03_01_training_r6,0,138641,252878
208,2005_04_01_training_r6,0,3158,377529
209,2005_05_01_training_r6,0,50631,299831
210,2005_06_01_training_r6,0,177062,195800
211,2005_07_01_training_r6,0,496973,2398
212,2005_08_01_training_r6,0,440719,4478
213,2005_09_01_training_r6,0,72094,242370
214,2005_10_01_training_r6,0,127558,261837
215,2005_11_01_training_r6,0,3903,374977
216,2005_12_01_training_r6,0,489797,9366
217,2006_01_01_training_r6,0,76359,334826
218,2006_02_01_training_r6,0,73077,334646
219,2006_03_01_training_r6,0,102582,329247
220,2006_04_01_training_r6,0,460665,19201
221,2006_05_01_training_r6,0,7212,372888
222,2006_06_01_training_r6,0,78793,223240
223,2006_07_01_training_r6,0,376369,59891
224,2006_08_01_training_r6,0,112771,256898
225,2006_09_01_training_r6,0,266323,96815
226,2006_10_01_training_r6,0,338,350657
227,2006_11_01_training_r6,0,13646,392615
228,2006_12_01_training_r6,0,18784,371102
229,2007_01_01_training_r6,0,39016,374999
230,2007_02_01_training_r6,0,130703,305406
231,2007_03_01_training_r6,0,1795,422451
232,2007_04_01_training_r6,0,1337,392571
233,2007_05_01_training_r6,0,206,373918
234,2007_06_01_training_r6,0,500000,0
235,2007_07_01_training_r6,0,500000,0
236,2007_08_01_training_r6,0,473524,15181
237,2007_09_01_training_r6,0,160139,115991
238,2007_10_01_training_r6,0,99372,283297
239,2007_11_01_training_r6,0,25304,355410
240,2007_12_01_training_r6,0,194591,237259
241,2008_01_01_training_r6,0,74127,341215
242,2008_02_01_training_r6,0,142087,254187
243,2008_03_01_training_r6,0,13956,399342
244,2008_04_01_training_r6,0,367,386311
245,2008_05_01_training_r6,0,112698,255508
246,2008_06_01_training_r6,0,461205,30196
247,2008_07_01_training_r6,0,500000,0
248,2008_08_01_training_r6,0,500000,0
249,2008_09_01_training_r6,0,258390,95149
250,2008_10_01_training_r6,0,1522,340074
251,2008_11_01_training_r6,0,54400,337589
252,2008_12_01_training_r6,0,7362,361396
253,2009_01_01_training_r6,0,43161,366052
254,2009_02_01_training_r6,0,53063,366514
255,2009_03_01_training_r6,0,3080,413100
256,2009_04_01_training_r6,0,2,404886
257,2009_05_01_training_r6,0,471416,21558
258,2009_06_01_training_r6,0,209586,200109
259,2009_07_01_training_r6,0,239755,141883
260,2009_08_01_training_r6,0,500000,0
261,2009_09_01_training_r6,0,490055,21
262,2009_10_01_training_r6,0,899,341185
263,2009_11_01_training_r6,0,130359,281885
264,2009_12_01_training_r6,0,162898,260225
265,2010_01_01_training_r6,0,41648,384091
266,2010_02_01_training_r6,0,114574,310160
267,2010_03_01_training_r6,0,149810,281274
268,2010_04_01_training_r6,0,44964,339724
269,2010_05_01_training_r6,0,12433,316880
270,2010_06_01_training_r6,0,485903,10467
271,2010_07_01_training_r6,0,500000,0
272,2010_08_01_training_r6,0,255382,98673
273,2010_09_01_training_r6,0,499378,107
274,2010_10_01_training_r6,0,7988,314554
275,2010_11_01_training_r6,0,2242,377690
276,2010_12_01_training_r6,0,33261,369546
277,2011_01_01_training_r6,0,100592,316083
278,2011_02_01_training_r6,0,90736,306575
279,2011_03_01_training_r6,0,45419,385241
280,2011_04_01_training_r6,0,76890,347600
281,2011_05_01_training_r6,0,500000,0
282,2011_06_01_training_r6,0,500000,0
283,2011_07_01_training_r6,0,446319,122
284,2011_08_01_training_r6,0,24015,250910
285,2011_09_01_training_r6,0,6349,331029
286,2011_10_01_training_r6,0,2361,355630
287,2011_11_01_training_r6,0,2001,403571
288,2011_12_01_training_r6,0,113217,323910
289,2012_01_01_training_r6,0,457445,12798
290,2012_02_01_training_r6,0,152850,286425
291,2012_03_01_training_r6,0,47063,393032
292,2012_04_01_training_r6,0,119440,304195
293,2012_05_01_training_r6,0,246498,168589
294,2012_06_01_training_r6,0,500000,0
295,2012_07_01_training_r6,0,500000,0
296,2012_08_01_training_r6,0,500000,0
297,2012_09_01_training_r6,0,482972,10393
298,2012_10_01_training_r6,0,119962,234191
299,2012_11_01_training_r6,0,161212,263346
300,2012_12_01_training_r6,0,202493,224191
301,2013_01_01_training_r6,0,161081,259963
302,2013_02_01_training_r6,0,20629,411903
303,2013_03_01_training_r6,0,85498,363799
304,2013_04_01_training_r6,0,65,408680
305,2013_05_01_training_r6,0,395094,47629
306,2013_06_01_training_r6,0,478442,18704
307,2013_07_01_training_r6,0,487823,8531
308,2013_08_01_training_r6,0,120820,258371
309,2013_09_01_training_r6,0,16215,243834
310,2013_10_01_training_r6,0,2,355755
311,2013_11_01_training_r6,0,26,385485
312,2013_12_01_training_r6,0,6357,406307
313,2014_01_01_training_r6,0,401804,69876
314,2014_02_01_training_r6,0,25604,386791
315,2014_03_01_training_r6,0,195,434721
316,2014_04_01_training_r6,0,2,422714
317,2014_05_01_training_r6,0,89085,306523
318,2014_06_01_training_r6,0,115787,260432
319,2014_07_01_training_r6,0,487262,11235
320,2014_08_01_training_r6,0,185688,81154
321,2014_09_01_training_r6,0,186475,114110
322,2014_10_01_training_r6,0,39,336366
323,2014_11_01_training_r6,0,33004,370647
324,2014_12_01_training_r6,0,17418,399171
325,2015_01_01_training_r6,0,408549,59210
326,2015_02_01_training_r6,0,60241,375947
327,2015_03_01_training_r6,0,66094,386473
328,2015_04_01_training_r6,0,4979,402416
329,2015_05_01_training_r6,0,62511,341460
330,2015_06_01_training_r6,0,204372,191088
331,2015_07_01_training_r6,0,15081,336862
332,2015_08_01_training_r6,0,490191,625
333,2015_09_01_training_r6,0,302115,75548
334,2015_10_01_training_r6,0,27,322172
335,2015_11_01_training_r6,0,2619,384002
336,2015_12_01_training_r6,0,65083,355907
337,2016_01_01_training_r6,0,69930,351996
338,2016_02_01_training_r6,0,274,431956
339,2016_03_01_training_r6,0,1017,428767
340,2016_04_01_training_r6,0,15279,378288
341,2016_05_01_training_r6,0,126298,250823
342,2016_06_01_training_r6,0,488422,11162
343,2016_07_01_training_r6,0,500000,0
344,2016_08_01_training_r6,0,47254,169767
345,2016_09_01_training_r6,0,366516,39026
346,2016_10_01_training_r6,0,2,313164
347,2016_11_01_training_r6,0,808,395646
348,2016_12_01_training_r6,0,2820,407655
349,2017_01_01_training_r6,0,14512,409496
350,2017_02_01_training_r6,0,55579,375574
351,2017_03_01_training_r6,0,3100,417502
352,2017_04_01_training_r6,0,1190,411373
353,2017_05_01_training_r6,0,209904,207918
354,2017_06_01_training_r6,0,255578,126008
355,2017_07_01_training_r6,0,500000,0
356,2017_08_01_training_r6,0,237314,31030
357,2017_09_01_training_r6,0,102136,228751
358,2017_10_01_training_r6,0,2088,297727
359,2017_11_01_training_r6,0,1263,377818
360,2017_12_01_training_r6,0,8406,386186
361,2018_01_01_training_r6,0,464727,25017
362,2018_02_01_training_r6,0,49068,357258
363,2018_03_01_training_r6,0,17520,402141
364,2018_04_01_training_r6,0,26901,391812
365,2018_05_01_training_r6,0,2220,393885
366,2018_06_01_training_r6,0,301631,149491
367,2018_07_01_training_r6,0,500000,0
368,2018_08_01_training_r6,0,182847,187209
369,2018_09_01_training_r6,0,60677,227216
370,2018_10_01_training_r6,0,3038,342432
371,2018_11_01_training_r6,0,475,397831
372,2018_12_01_training_r6,0,6595,408913
373,2019_01_01_training_r6,0,16221,411226
374,2019_02_01_training_r6,0,181108,236119
375,2019_03_01_training_r6,0,2020,420071
376,2019_04_01_training_r6,0,4,418234
377,2019_05_01_training_r6,0,1550,378928
378,2019_06_01_training_r6,0,22173,325514
379,2019_07_01_training_r6,0,64935,158771
380,2019_08_01_training_r6,0,4650,299962
381,2019_09_01_training_r6,0,280196,94415
382,2019_10_01_training_r6,0,839,360956
383,2019_11_01_training_r6,0,102,388028
384,2019_12_01_training_r6,0,62815,355271
385,2020_01_01_training_r6,0,220815,205951
386,2020_02_01_training_r6,0,106317,319272
387,2020_03_01_training_r6,0,21489,409629
388,2020_04_01_training_r6,0,2,426258
389,2020_05_01_training_r6,0,231748,213730
390,2020_06_01_training_r6,0,32471,308999
391,2020_07_01_training_r6,0,499955,1
392,2020_08_01_training_r6,0,493113,1937
393,2020_09_01_training_r6,0,37077,223134
394,2020_10_01_training_r6,0,3,326858
395,2020_11_01_training_r6,0,1097,384699
396,2020_12_01_training_r6,0,11559,400235
397,2021_01_01_training_r6,0,36503,383849
398,2021_02_01_training_r6,0,15999,411095
399,2021_03_01_training_r6,0,1458,431130
400,2021_04_01_training_r6,0,2,423210
401,2021_05_01_training_r6,0,417403,22306
402,2021_06_01_training_r6,0,398684,65600
403,2021_07_01_training_r6,0,494890,4345
404,2021_08_01_training_r6,0,499858,64
405,2021_09_01_training_r6,0,434514,21491
406,2021_10_01_training_r6,0,34041,328787
407,2021_11_01_training_r6,0,158,391467
408,2021_12_01_training_r6,0,7366,413791
