,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r26,0,2760,451346
1,1988_01_01_training_r26,0,11470,450878
2,1988_02_01_training_r26,0,51386,410741
3,1988_03_01_training_r26,0,500000,0
4,1988_04_01_training_r26,0,474241,23912
5,1988_05_01_training_r26,0,500000,0
6,1988_06_01_training_r26,0,500000,0
7,1988_07_01_training_r26,0,155995,199635
8,1988_08_01_training_r26,0,500000,0
9,1988_09_01_training_r26,0,500000,0
10,1988_10_01_training_r26,0,500000,0
11,1988_11_01_training_r26,0,500000,0
12,1988_12_01_training_r26,0,6042,433461
13,1989_01_01_training_r26,0,8414,443544
14,1989_02_01_training_r26,0,130663,333875
15,1989_03_01_training_r26,0,13844,426984
16,1989_04_01_training_r26,0,500000,0
17,1989_05_01_training_r26,0,500000,0
18,1989_06_01_training_r26,0,500000,0
19,1989_07_01_training_r26,0,500000,0
20,1989_08_01_training_r26,0,115246,273340
21,1989_09_01_training_r26,0,500000,0
22,1989_10_01_training_r26,0,361305,127013
23,1989_11_01_training_r26,0,15888,423457
24,1989_12_01_training_r26,0,197472,281591
25,1990_01_01_training_r26,0,27382,432272
26,1990_02_01_training_r26,0,40219,408679
27,1990_03_01_training_r26,0,8643,445673
28,1990_04_01_training_r26,0,283981,162091
29,1990_05_01_training_r26,0,9513,391083
30,1990_06_01_training_r26,0,500000,0
31,1990_07_01_training_r26,0,500000,0
32,1990_08_01_training_r26,0,500000,0
33,1990_09_01_training_r26,0,500000,0
34,1990_10_01_training_r26,0,500000,0
35,1990_11_01_training_r26,0,500000,0
36,1990_12_01_training_r26,0,500000,0
37,1991_01_01_training_r26,0,7265,456007
38,1991_02_01_training_r26,0,500000,0
39,1991_03_01_training_r26,0,500000,0
40,1991_04_01_training_r26,0,9163,407189
41,1991_05_01_training_r26,0,500000,0
42,1991_06_01_training_r26,0,500000,0
43,1991_07_01_training_r26,0,500000,0
44,1991_08_01_training_r26,0,500000,0
45,1991_09_01_training_r26,0,500000,0
46,1991_10_01_training_r26,0,32078,380941
47,1991_11_01_training_r26,0,12386,433990
48,1991_12_01_training_r26,0,8960,439750
49,1992_01_01_training_r26,0,152401,302865
50,1992_02_01_training_r26,0,500000,0
51,1992_03_01_training_r26,0,500000,0
52,1992_04_01_training_r26,0,27548,386200
53,1992_05_01_training_r26,0,184220,227584
54,1992_06_01_training_r26,0,500000,0
55,1992_07_01_training_r26,0,500000,0
56,1992_08_01_training_r26,0,500000,0
57,1992_09_01_training_r26,0,500000,0
58,1992_10_01_training_r26,0,9383,426905
59,1992_11_01_training_r26,0,500000,0
60,1992_12_01_training_r26,0,500000,0
61,1993_01_01_training_r26,0,500000,0
62,1993_02_01_training_r26,0,500000,0
63,1993_03_01_training_r26,0,496790,3168
64,1993_04_01_training_r26,0,500000,0
65,1993_05_01_training_r26,0,500000,0
66,1993_06_01_training_r26,0,500000,0
67,1993_07_01_training_r26,0,500000,0
68,1993_08_01_training_r26,0,500000,0
69,1993_09_01_training_r26,0,500000,0
70,1993_10_01_training_r26,0,500000,0
71,1993_11_01_training_r26,0,500000,0
72,1993_12_01_training_r26,0,500000,0
73,1994_01_01_training_r26,0,500000,0
74,1994_02_01_training_r26,0,500000,0
75,1994_03_01_training_r26,0,500000,0
76,1994_04_01_training_r26,0,500000,0
77,1994_05_01_training_r26,0,500000,0
78,1994_06_01_training_r26,0,500000,0
79,1994_07_01_training_r26,0,500000,0
80,1994_08_01_training_r26,0,500000,0
81,1994_09_01_training_r26,0,500000,0
82,1994_10_01_training_r26,0,500000,0
83,1994_11_01_training_r26,0,500000,0
84,1994_12_01_training_r26,0,500000,0
85,1995_01_01_training_r26,0,500000,0
86,1995_02_01_training_r26,0,500000,0
87,1995_03_01_training_r26,0,500000,0
88,1995_04_01_training_r26,0,500000,0
89,1995_05_01_training_r26,0,500000,0
90,1995_06_01_training_r26,0,500000,0
91,1995_07_01_training_r26,0,500000,0
92,1995_08_01_training_r26,0,500000,0
93,1995_09_01_training_r26,0,500000,0
94,1995_10_01_training_r26,0,499844,156
95,1995_11_01_training_r26,0,500000,0
96,1995_12_01_training_r26,0,13901,436691
97,1996_01_01_training_r26,0,500000,0
98,1996_02_01_training_r26,0,500000,0
99,1996_03_01_training_r26,0,500000,0
100,1996_04_01_training_r26,0,6099,427034
101,1996_05_01_training_r26,0,500000,0
102,1996_06_01_training_r26,0,113302,311092
103,1996_07_01_training_r26,0,500000,0
104,1996_08_01_training_r26,0,500000,0
105,1996_09_01_training_r26,0,500000,0
106,1996_10_01_training_r26,0,500000,0
107,1996_11_01_training_r26,0,500000,0
108,1996_12_01_training_r26,0,500000,0
109,1997_01_01_training_r26,0,500000,0
110,1997_02_01_training_r26,0,500000,0
111,1997_03_01_training_r26,0,500000,0
112,1997_04_01_training_r26,0,500000,0
113,1997_05_01_training_r26,0,500000,0
114,1997_06_01_training_r26,0,500000,0
115,1997_07_01_training_r26,0,500000,0
116,1997_08_01_training_r26,0,500000,0
117,1997_09_01_training_r26,0,500000,0
118,1997_10_01_training_r26,0,500000,0
119,1997_11_01_training_r26,0,500000,0
120,1997_12_01_training_r26,0,500000,0
121,1998_01_01_training_r26,0,500000,0
122,1998_02_01_training_r26,0,500000,0
123,1998_03_01_training_r26,0,500000,0
124,1998_04_01_training_r26,0,500000,0
125,1998_05_01_training_r26,0,500000,0
126,1998_06_01_training_r26,0,500000,0
127,1998_07_01_training_r26,0,500000,0
128,1998_08_01_training_r26,0,500000,0
129,1998_09_01_training_r26,0,500000,0
130,1998_10_01_training_r26,0,500000,0
131,1998_11_01_training_r26,0,500000,0
132,1998_12_01_training_r26,0,500000,0
133,1999_01_01_training_r26,0,500000,0
134,1999_02_01_training_r26,0,500000,0
135,1999_03_01_training_r26,0,500000,0
