,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r12,0,500000,0
1,1988_01_01_training_r12,0,69494,381520
2,1988_02_01_training_r12,0,11762,445067
3,1988_03_01_training_r12,0,24006,428090
4,1988_04_01_training_r12,0,2487,442038
5,1988_05_01_training_r12,0,500000,0
6,1988_06_01_training_r12,0,22619,365324
7,1988_07_01_training_r12,0,500000,0
8,1988_08_01_training_r12,0,500000,0
9,1988_09_01_training_r12,0,19368,263906
10,1988_10_01_training_r12,0,438016,41400
11,1988_11_01_training_r12,0,331412,141910
12,1988_12_01_training_r12,0,500000,0
13,1989_01_01_training_r12,0,395426,89542
14,1989_02_01_training_r12,0,36376,411944
15,1989_03_01_training_r12,0,2441,450193
16,1989_04_01_training_r12,0,247774,167097
17,1989_05_01_training_r12,0,500000,0
18,1989_06_01_training_r12,0,500000,0
19,1989_07_01_training_r12,0,500000,0
20,1989_08_01_training_r12,0,500000,0
21,1989_09_01_training_r12,0,500000,0
22,1989_10_01_training_r12,0,40422,308427
23,1989_11_01_training_r12,0,85011,327944
24,1989_12_01_training_r12,0,263632,183507
25,1990_01_01_training_r12,0,225525,232998
26,1990_02_01_training_r12,0,13810,431928
27,1990_03_01_training_r12,0,500000,0
28,1990_04_01_training_r12,0,458565,28277
29,1990_05_01_training_r12,0,415698,71684
30,1990_06_01_training_r12,0,500000,0
31,1990_07_01_training_r12,0,500000,0
32,1990_08_01_training_r12,0,45973,312495
33,1990_09_01_training_r12,0,421419,34743
34,1990_10_01_training_r12,0,500000,0
35,1990_11_01_training_r12,0,500000,0
36,1990_12_01_training_r12,0,166198,279687
37,1991_01_01_training_r12,0,49979,403466
38,1991_02_01_training_r12,0,499682,118
39,1991_03_01_training_r12,0,54847,395303
40,1991_04_01_training_r12,0,500000,0
41,1991_05_01_training_r12,0,500000,0
42,1991_06_01_training_r12,0,500000,0
43,1991_07_01_training_r12,0,150492,144184
44,1991_08_01_training_r12,0,500000,0
45,1991_09_01_training_r12,0,500000,0
46,1991_10_01_training_r12,0,257649,138127
47,1991_11_01_training_r12,0,15567,406990
48,1991_12_01_training_r12,0,44903,397307
49,1992_01_01_training_r12,0,165100,286042
50,1992_02_01_training_r12,0,500000,0
51,1992_03_01_training_r12,0,36474,407948
52,1992_04_01_training_r12,0,150577,276047
53,1992_05_01_training_r12,0,500000,0
54,1992_06_01_training_r12,0,500000,0
55,1992_07_01_training_r12,0,500000,0
56,1992_08_01_training_r12,0,500000,0
57,1992_09_01_training_r12,0,500000,0
58,1992_10_01_training_r12,0,500000,0
59,1992_11_01_training_r12,0,14937,416212
60,1992_12_01_training_r12,0,331291,112972
61,1993_01_01_training_r12,0,468739,24412
62,1993_02_01_training_r12,0,500000,0
63,1993_03_01_training_r12,0,500000,0
64,1993_04_01_training_r12,0,500000,0
65,1993_05_01_training_r12,0,257888,161897
66,1993_06_01_training_r12,0,500000,0
67,1993_07_01_training_r12,0,97602,181714
68,1993_08_01_training_r12,0,440611,10484
69,1993_09_01_training_r12,0,500000,0
70,1993_10_01_training_r12,0,19886,388114
71,1993_11_01_training_r12,0,94593,343192
72,1993_12_01_training_r12,0,500000,0
73,1994_01_01_training_r12,0,500000,0
74,1994_02_01_training_r12,0,500000,0
75,1994_03_01_training_r12,0,500000,0
76,1994_04_01_training_r12,0,500000,0
77,1994_05_01_training_r12,0,500000,0
78,1994_06_01_training_r12,0,500000,0
79,1994_07_01_training_r12,0,500000,0
80,1994_08_01_training_r12,0,500000,0
81,1994_09_01_training_r12,0,500000,0
