,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r28,0,3479,452104
1,1988_01_01_training_r28,0,11258,452523
2,1988_02_01_training_r28,0,20936,443193
3,1988_03_01_training_r28,0,500000,0
4,1988_04_01_training_r28,0,335462,144495
5,1988_05_01_training_r28,0,500000,0
6,1988_06_01_training_r28,0,423468,55109
7,1988_07_01_training_r28,0,319346,89981
8,1988_08_01_training_r28,0,500000,0
9,1988_09_01_training_r28,0,500000,0
10,1988_10_01_training_r28,0,450332,33353
11,1988_11_01_training_r28,0,425565,60848
12,1988_12_01_training_r28,0,6783,436624
13,1989_01_01_training_r28,0,8712,447350
14,1989_02_01_training_r28,0,76923,379760
15,1989_03_01_training_r28,0,10179,430911
16,1989_04_01_training_r28,0,432364,50752
17,1989_05_01_training_r28,0,500000,0
18,1989_06_01_training_r28,0,500000,0
19,1989_07_01_training_r28,0,500000,0
20,1989_08_01_training_r28,0,119993,268408
21,1989_09_01_training_r28,0,500000,0
22,1989_10_01_training_r28,0,327860,133434
23,1989_11_01_training_r28,0,11234,434267
24,1989_12_01_training_r28,0,73689,383936
25,1990_01_01_training_r28,0,13765,446804
26,1990_02_01_training_r28,0,30614,425245
27,1990_03_01_training_r28,0,9726,448665
28,1990_04_01_training_r28,0,348873,120595
29,1990_05_01_training_r28,0,10115,394289
30,1990_06_01_training_r28,0,405934,59309
31,1990_07_01_training_r28,0,500000,0
32,1990_08_01_training_r28,0,439875,29106
33,1990_09_01_training_r28,0,500000,0
34,1990_10_01_training_r28,0,500000,0
35,1990_11_01_training_r28,0,500000,0
36,1990_12_01_training_r28,0,447592,45089
37,1991_01_01_training_r28,0,7270,457615
38,1991_02_01_training_r28,0,465598,29309
39,1991_03_01_training_r28,0,446891,42932
40,1991_04_01_training_r28,0,13351,400887
41,1991_05_01_training_r28,0,500000,0
42,1991_06_01_training_r28,0,500000,0
43,1991_07_01_training_r28,0,500000,0
44,1991_08_01_training_r28,0,470268,11869
45,1991_09_01_training_r28,0,500000,0
46,1991_10_01_training_r28,0,31460,378338
47,1991_11_01_training_r28,0,17377,433712
48,1991_12_01_training_r28,0,8807,443837
49,1992_01_01_training_r28,0,85629,372635
50,1992_02_01_training_r28,0,500000,0
51,1992_03_01_training_r28,0,448410,22195
52,1992_04_01_training_r28,0,33036,387645
