,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r7,0,7548,414519
1,1988_01_01_training_r7,0,16109,414840
2,1988_02_01_training_r7,0,8331,427062
3,1988_03_01_training_r7,0,368564,116145
4,1988_04_01_training_r7,0,372273,111491
5,1988_05_01_training_r7,0,500000,0
6,1988_06_01_training_r7,0,363236,104489
7,1988_07_01_training_r7,0,500000,0
8,1988_08_01_training_r7,0,500000,0
9,1988_09_01_training_r7,0,362842,83045
10,1988_10_01_training_r7,0,413993,59045
11,1988_11_01_training_r7,0,2428,395471
12,1988_12_01_training_r7,0,12628,403896
13,1989_01_01_training_r7,0,97638,324275
14,1989_02_01_training_r7,0,4700,427574
15,1989_03_01_training_r7,0,5593,433147
16,1989_04_01_training_r7,0,102957,345304
17,1989_05_01_training_r7,0,500000,0
18,1989_06_01_training_r7,0,500000,0
19,1989_07_01_training_r7,0,500000,0
20,1989_08_01_training_r7,0,500000,0
21,1989_09_01_training_r7,0,500000,0
22,1989_10_01_training_r7,0,64558,273940
23,1989_11_01_training_r7,0,17671,387835
24,1989_12_01_training_r7,0,395924,81413
25,1990_01_01_training_r7,0,117799,304073
26,1990_02_01_training_r7,0,210798,255846
27,1990_03_01_training_r7,0,500000,0
28,1990_04_01_training_r7,0,260406,168460
29,1990_05_01_training_r7,0,4995,373996
30,1990_06_01_training_r7,0,456379,6299
31,1990_07_01_training_r7,0,500000,0
32,1990_08_01_training_r7,0,368694,84176
33,1990_09_01_training_r7,0,403397,57411
34,1990_10_01_training_r7,0,28249,347739
35,1990_11_01_training_r7,0,12624,393438
36,1990_12_01_training_r7,0,51449,374368
37,1991_01_01_training_r7,0,319099,160788
38,1991_02_01_training_r7,0,12825,421647
39,1991_03_01_training_r7,0,3135,427066
40,1991_04_01_training_r7,0,299948,147176
41,1991_05_01_training_r7,0,500000,0
42,1991_06_01_training_r7,0,500000,0
43,1991_07_01_training_r7,0,155530,152720
44,1991_08_01_training_r7,0,500000,0
45,1991_09_01_training_r7,0,500000,0
46,1991_10_01_training_r7,0,363209,89418
47,1991_11_01_training_r7,0,8378,375005
48,1991_12_01_training_r7,0,23684,401743
