,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r5,0,7446,407793
1,1988_01_01_training_r5,0,17346,408061
2,1988_02_01_training_r5,0,16823,411635
3,1988_03_01_training_r5,0,485061,14939
4,1988_04_01_training_r5,0,488215,11785
5,1988_05_01_training_r5,0,500000,0
6,1988_06_01_training_r5,0,482911,17089
7,1988_07_01_training_r5,0,500000,0
8,1988_08_01_training_r5,0,500000,0
9,1988_09_01_training_r5,0,483836,16042
10,1988_10_01_training_r5,0,492693,7307
11,1988_11_01_training_r5,0,1901,385822
12,1988_12_01_training_r5,0,10920,396653
13,1989_01_01_training_r5,0,131967,279952
14,1989_02_01_training_r5,0,13732,412696
15,1989_03_01_training_r5,0,5568,427306
16,1989_04_01_training_r5,0,122865,328426
17,1989_05_01_training_r5,0,500000,0
18,1989_06_01_training_r5,0,500000,0
19,1989_07_01_training_r5,0,500000,0
20,1989_08_01_training_r5,0,500000,0
21,1989_09_01_training_r5,0,500000,0
22,1989_10_01_training_r5,0,96936,237529
23,1989_11_01_training_r5,0,22702,380037
24,1989_12_01_training_r5,0,491969,7960
25,1990_01_01_training_r5,0,152889,274421
26,1990_02_01_training_r5,0,412961,83726
27,1990_03_01_training_r5,0,500000,0
28,1990_04_01_training_r5,0,168951,255866
29,1990_05_01_training_r5,0,4629,359310
30,1990_06_01_training_r5,0,411965,9075
31,1990_07_01_training_r5,0,500000,0
32,1990_08_01_training_r5,0,480911,17657
33,1990_09_01_training_r5,0,481738,17865
34,1990_10_01_training_r5,0,30477,330243
35,1990_11_01_training_r5,0,10431,385272
36,1990_12_01_training_r5,0,54412,366924
37,1991_01_01_training_r5,0,466360,33408
38,1991_02_01_training_r5,0,21933,407311
39,1991_03_01_training_r5,0,3183,424416
40,1991_04_01_training_r5,0,423239,39130
41,1991_05_01_training_r5,0,500000,0
42,1991_06_01_training_r5,0,500000,0
43,1991_07_01_training_r5,0,120103,168389
44,1991_08_01_training_r5,0,500000,0
45,1991_09_01_training_r5,0,500000,0
46,1991_10_01_training_r5,0,461562,35690
47,1991_11_01_training_r5,0,9386,362820
48,1991_12_01_training_r5,0,28024,394132
49,1992_01_01_training_r5,0,457755,41313
50,1992_02_01_training_r5,0,181690,245344
51,1992_03_01_training_r5,0,3777,423470
52,1992_04_01_training_r5,0,2932,380274
53,1992_05_01_training_r5,0,21893,339305
54,1992_06_01_training_r5,0,500000,0
55,1992_07_01_training_r5,0,500000,0
56,1992_08_01_training_r5,0,500000,0
57,1992_09_01_training_r5,0,500000,0
58,1992_10_01_training_r5,0,500000,0
59,1992_11_01_training_r5,0,441902,55679
60,1992_12_01_training_r5,0,499753,246
61,1993_01_01_training_r5,0,284478,131158
62,1993_02_01_training_r5,0,436575,34079
63,1993_03_01_training_r5,0,500000,0
64,1993_04_01_training_r5,0,456457,9802
65,1993_05_01_training_r5,0,500000,0
66,1993_06_01_training_r5,0,500000,0
67,1993_07_01_training_r5,0,493026,6974
68,1993_08_01_training_r5,0,493135,6865
69,1993_09_01_training_r5,0,78591,247680
70,1993_10_01_training_r5,0,487778,12222
71,1993_11_01_training_r5,0,26911,377478
72,1993_12_01_training_r5,0,6247,408071
73,1994_01_01_training_r5,0,500000,0
74,1994_02_01_training_r5,0,500000,0
75,1994_03_01_training_r5,0,500000,0
76,1994_04_01_training_r5,0,500000,0
77,1994_05_01_training_r5,0,500000,0
78,1994_06_01_training_r5,0,500000,0
79,1994_07_01_training_r5,0,500000,0
80,1994_08_01_training_r5,0,309850,99725
81,1994_09_01_training_r5,0,500000,0
82,1994_10_01_training_r5,0,459032,38454
83,1994_11_01_training_r5,0,257410,211534
84,1994_12_01_training_r5,0,75182,342408
85,1995_01_01_training_r5,0,135546,299110
86,1995_02_01_training_r5,0,225303,210079
87,1995_03_01_training_r5,0,480394,19606
88,1995_04_01_training_r5,0,499862,138
89,1995_05_01_training_r5,0,500000,0
90,1995_06_01_training_r5,0,500000,0
91,1995_07_01_training_r5,0,500000,0
92,1995_08_01_training_r5,0,500000,0
93,1995_09_01_training_r5,0,500000,0
94,1995_10_01_training_r5,0,500000,0
95,1995_11_01_training_r5,0,500000,0
96,1995_12_01_training_r5,0,500000,0
97,1996_01_01_training_r5,0,500000,0
98,1996_02_01_training_r5,0,500000,0
99,1996_03_01_training_r5,0,500000,0
100,1996_04_01_training_r5,0,500000,0
101,1996_05_01_training_r5,0,500000,0
102,1996_06_01_training_r5,0,500000,0
103,1996_07_01_training_r5,0,500000,0
104,1996_08_01_training_r5,0,500000,0
105,1996_09_01_training_r5,0,500000,0
106,1996_10_01_training_r5,0,7252,317727
107,1996_11_01_training_r5,0,500000,0
108,1996_12_01_training_r5,0,500000,0
109,1997_01_01_training_r5,0,28523,400327
110,1997_02_01_training_r5,0,500000,0
111,1997_03_01_training_r5,0,500000,0
112,1997_04_01_training_r5,0,500000,0
113,1997_05_01_training_r5,0,500000,0
