,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r1,0,9513,406447
1,1988_01_01_training_r1,0,29665,399386
2,1988_02_01_training_r1,0,46438,389517
3,1988_03_01_training_r1,0,500000,0
4,1988_04_01_training_r1,0,460296,22374
5,1988_05_01_training_r1,0,500000,0
6,1988_06_01_training_r1,0,178312,222054
7,1988_07_01_training_r1,0,500000,0
8,1988_08_01_training_r1,0,500000,0
9,1988_09_01_training_r1,0,500000,0
10,1988_10_01_training_r1,0,500000,0
11,1988_11_01_training_r1,0,706,385617
12,1988_12_01_training_r1,0,8224,399739
13,1989_01_01_training_r1,0,38165,386122
14,1989_02_01_training_r1,0,74698,356001
15,1989_03_01_training_r1,0,1643,435150
16,1989_04_01_training_r1,0,34608,398776
17,1989_05_01_training_r1,0,492281,74
18,1989_06_01_training_r1,0,500000,0
19,1989_07_01_training_r1,0,500000,0
20,1989_08_01_training_r1,0,500000,0
21,1989_09_01_training_r1,0,500000,0
22,1989_10_01_training_r1,0,137464,218251
23,1989_11_01_training_r1,0,10555,386955
24,1989_12_01_training_r1,0,250707,199023
25,1990_01_01_training_r1,0,144324,286486
26,1990_02_01_training_r1,0,499997,3
27,1990_03_01_training_r1,0,500000,0
28,1990_04_01_training_r1,0,438100,42253
29,1990_05_01_training_r1,0,3606,380667
30,1990_06_01_training_r1,0,415530,1826
31,1990_07_01_training_r1,0,500000,0
32,1990_08_01_training_r1,0,500000,0
33,1990_09_01_training_r1,0,500000,0
34,1990_10_01_training_r1,0,10382,357048
35,1990_11_01_training_r1,0,3818,395356
36,1990_12_01_training_r1,0,100549,327339
37,1991_01_01_training_r1,0,500000,0
38,1991_02_01_training_r1,0,158736,262545
39,1991_03_01_training_r1,0,4259,431725
40,1991_04_01_training_r1,0,105180,319764
41,1991_05_01_training_r1,0,213708,220575
42,1991_06_01_training_r1,0,500000,0
43,1991_07_01_training_r1,0,216477,127542
44,1991_08_01_training_r1,0,500000,0
45,1991_09_01_training_r1,0,500000,0
