,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r19,0,500000,0
1,1988_01_01_training_r19,0,10637,447821
2,1988_02_01_training_r19,0,36000,426158
3,1988_03_01_training_r19,0,9391,443339
4,1988_04_01_training_r19,0,492966,7034
5,1988_05_01_training_r19,0,500000,0
6,1988_06_01_training_r19,0,500000,0
7,1988_07_01_training_r19,0,500000,0
8,1988_08_01_training_r19,0,499994,6
9,1988_09_01_training_r19,0,51920,355098
10,1988_10_01_training_r19,0,500000,0
11,1988_11_01_training_r19,0,162891,305166
12,1988_12_01_training_r19,0,7321,445695
13,1989_01_01_training_r19,0,9285,450889
14,1989_02_01_training_r19,0,425654,68890
15,1989_03_01_training_r19,0,3485,453978
16,1989_04_01_training_r19,0,19547,434058
17,1989_05_01_training_r19,0,463636,30397
18,1989_06_01_training_r19,0,84970,317305
19,1989_07_01_training_r19,0,494363,5177
20,1989_08_01_training_r19,0,500000,0
21,1989_09_01_training_r19,0,466722,33221
22,1989_10_01_training_r19,0,15641,408505
23,1989_11_01_training_r19,0,13379,437700
24,1989_12_01_training_r19,0,36841,423617
25,1990_01_01_training_r19,0,62126,399219
26,1990_02_01_training_r19,0,273211,215169
27,1990_03_01_training_r19,0,119521,352468
28,1990_04_01_training_r19,0,47822,396927
29,1990_05_01_training_r19,0,99016,342909
30,1990_06_01_training_r19,0,215582,210599
31,1990_07_01_training_r19,0,500000,0
32,1990_08_01_training_r19,0,191898,226649
33,1990_09_01_training_r19,0,500000,0
34,1990_10_01_training_r19,0,10687,426479
35,1990_11_01_training_r19,0,500000,0
36,1990_12_01_training_r19,0,500000,0
37,1991_01_01_training_r19,0,458732,39008
38,1991_02_01_training_r19,0,499999,1
39,1991_03_01_training_r19,0,500000,0
40,1991_04_01_training_r19,0,475476,24394
41,1991_05_01_training_r19,0,267006,184577
42,1991_06_01_training_r19,0,500000,0
43,1991_07_01_training_r19,0,500000,0
44,1991_08_01_training_r19,0,499896,73
45,1991_09_01_training_r19,0,500000,0
46,1991_10_01_training_r19,0,434674,51215
47,1991_11_01_training_r19,0,6349,440214
48,1991_12_01_training_r19,0,59212,400766
49,1992_01_01_training_r19,0,28768,434507
50,1992_02_01_training_r19,0,223835,253683
51,1992_03_01_training_r19,0,21691,433401
52,1992_04_01_training_r19,0,473366,19358
53,1992_05_01_training_r19,0,483442,12200
54,1992_06_01_training_r19,0,479125,1023
55,1992_07_01_training_r19,0,500000,0
56,1992_08_01_training_r19,0,500000,0
57,1992_09_01_training_r19,0,500000,0
58,1992_10_01_training_r19,0,420507,71021
59,1992_11_01_training_r19,0,500000,0
60,1992_12_01_training_r19,0,13384,447751
61,1993_01_01_training_r19,0,409965,50437
62,1993_02_01_training_r19,0,9990,448644
63,1993_03_01_training_r19,0,500000,0
64,1993_04_01_training_r19,0,7719,442177
65,1993_05_01_training_r19,0,500000,0
66,1993_06_01_training_r19,0,500000,0
67,1993_07_01_training_r19,0,500000,0
68,1993_08_01_training_r19,0,500000,0
69,1993_09_01_training_r19,0,500000,0
70,1993_10_01_training_r19,0,500000,0
71,1993_11_01_training_r19,0,500000,0
72,1993_12_01_training_r19,0,500000,0
73,1994_01_01_training_r19,0,500000,0
74,1994_02_01_training_r19,0,500000,0
75,1994_03_01_training_r19,0,500000,0
76,1994_04_01_training_r19,0,500000,0
77,1994_05_01_training_r19,0,500000,0
78,1994_06_01_training_r19,0,500000,0
79,1994_07_01_training_r19,0,443213,42947
80,1994_08_01_training_r19,0,436614,42608
81,1994_09_01_training_r19,0,363568,79412
82,1994_10_01_training_r19,0,11436,431529
83,1994_11_01_training_r19,0,102305,355589
84,1994_12_01_training_r19,0,163354,299227
85,1995_01_01_training_r19,0,500000,0
86,1995_02_01_training_r19,0,500000,0
87,1995_03_01_training_r19,0,185918,282985
88,1995_04_01_training_r19,0,8242,448251
89,1995_05_01_training_r19,0,449491,29057
90,1995_06_01_training_r19,0,500000,0
91,1995_07_01_training_r19,0,500000,0
92,1995_08_01_training_r19,0,500000,0
93,1995_09_01_training_r19,0,500000,0
94,1995_10_01_training_r19,0,500000,0
95,1995_11_01_training_r19,0,500000,0
96,1995_12_01_training_r19,0,500000,0
97,1996_01_01_training_r19,0,500000,0
98,1996_02_01_training_r19,0,499251,749
99,1996_03_01_training_r19,0,499998,2
100,1996_04_01_training_r19,0,495268,4732
101,1996_05_01_training_r19,0,500000,0
102,1996_06_01_training_r19,0,500000,0
103,1996_07_01_training_r19,0,500000,0
104,1996_08_01_training_r19,0,500000,0
105,1996_09_01_training_r19,0,500000,0
106,1996_10_01_training_r19,0,494868,2243
107,1996_11_01_training_r19,0,500000,0
108,1996_12_01_training_r19,0,500000,0
109,1997_01_01_training_r19,0,500000,0
110,1997_02_01_training_r19,0,500000,0
111,1997_03_01_training_r19,0,500000,0
112,1997_04_01_training_r19,0,500000,0
113,1997_05_01_training_r19,0,500000,0
114,1997_06_01_training_r19,0,500000,0
115,1997_07_01_training_r19,0,500000,0
116,1997_08_01_training_r19,0,500000,0
117,1997_09_01_training_r19,0,500000,0
118,1997_10_01_training_r19,0,500000,0
119,1997_11_01_training_r19,0,500000,0
120,1997_12_01_training_r19,0,500000,0
121,1998_01_01_training_r19,0,500000,0
122,1998_02_01_training_r19,0,500000,0
123,1998_03_01_training_r19,0,500000,0
124,1998_04_01_training_r19,0,500000,0
125,1998_05_01_training_r19,0,500000,0
