,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r4,0,7673,408188
1,1988_01_01_training_r4,0,17156,410993
2,1988_02_01_training_r4,0,32406,399633
3,1988_03_01_training_r4,0,500000,0
4,1988_04_01_training_r4,0,482289,13693
5,1988_05_01_training_r4,0,500000,0
6,1988_06_01_training_r4,0,467232,19456
7,1988_07_01_training_r4,0,500000,0
8,1988_08_01_training_r4,0,500000,0
9,1988_09_01_training_r4,0,500000,0
10,1988_10_01_training_r4,0,500000,0
11,1988_11_01_training_r4,0,1143,390214
12,1988_12_01_training_r4,0,8023,403350
13,1989_01_01_training_r4,0,95624,324798
14,1989_02_01_training_r4,0,42905,388743
15,1989_03_01_training_r4,0,2097,434914
16,1989_04_01_training_r4,0,38068,393934
17,1989_05_01_training_r4,0,498531,17
18,1989_06_01_training_r4,0,500000,0
19,1989_07_01_training_r4,0,500000,0
20,1989_08_01_training_r4,0,500000,0
21,1989_09_01_training_r4,0,500000,0
22,1989_10_01_training_r4,0,152778,203282
23,1989_11_01_training_r4,0,18299,389090
24,1989_12_01_training_r4,0,476457,17319
25,1990_01_01_training_r4,0,136832,296111
26,1990_02_01_training_r4,0,500000,0
27,1990_03_01_training_r4,0,500000,0
28,1990_04_01_training_r4,0,359003,92482
29,1990_05_01_training_r4,0,3929,377403
30,1990_06_01_training_r4,0,409722,411
31,1990_07_01_training_r4,0,500000,0
32,1990_08_01_training_r4,0,500000,0
33,1990_09_01_training_r4,0,500000,0
34,1990_10_01_training_r4,0,16027,353746
35,1990_11_01_training_r4,0,5617,393496
36,1990_12_01_training_r4,0,61929,364789
37,1991_01_01_training_r4,0,500000,0
38,1991_02_01_training_r4,0,79402,344597
39,1991_03_01_training_r4,0,2437,430887
40,1991_04_01_training_r4,0,334074,119814
41,1991_05_01_training_r4,0,468530,22988
42,1991_06_01_training_r4,0,500000,0
43,1991_07_01_training_r4,0,190084,149218
44,1991_08_01_training_r4,0,500000,0
45,1991_09_01_training_r4,0,500000,0
46,1991_10_01_training_r4,0,500000,0
47,1991_11_01_training_r4,0,6766,374682
48,1991_12_01_training_r4,0,29853,397685
49,1992_01_01_training_r4,0,500000,0
50,1992_02_01_training_r4,0,210045,227555
51,1992_03_01_training_r4,0,1329,431161
52,1992_04_01_training_r4,0,651,394533
53,1992_05_01_training_r4,0,6950,372172
54,1992_06_01_training_r4,0,500000,0
55,1992_07_01_training_r4,0,500000,0
56,1992_08_01_training_r4,0,500000,0
57,1992_09_01_training_r4,0,500000,0
58,1992_10_01_training_r4,0,500000,0
59,1992_11_01_training_r4,0,500000,0
60,1992_12_01_training_r4,0,500000,0
61,1993_01_01_training_r4,0,315226,110812
62,1993_02_01_training_r4,0,480113,5534
63,1993_03_01_training_r4,0,500000,0
64,1993_04_01_training_r4,0,493702,1345
65,1993_05_01_training_r4,0,456666,32444
66,1993_06_01_training_r4,0,500000,0
67,1993_07_01_training_r4,0,500000,0
68,1993_08_01_training_r4,0,500000,0
69,1993_09_01_training_r4,0,39505,298745
70,1993_10_01_training_r4,0,500000,0
71,1993_11_01_training_r4,0,25381,382165
72,1993_12_01_training_r4,0,6721,410223
73,1994_01_01_training_r4,0,500000,0
74,1994_02_01_training_r4,0,500000,0
75,1994_03_01_training_r4,0,500000,0
76,1994_04_01_training_r4,0,500000,0
77,1994_05_01_training_r4,0,500000,0
78,1994_06_01_training_r4,0,500000,0
79,1994_07_01_training_r4,0,500000,0
80,1994_08_01_training_r4,0,314998,96599
81,1994_09_01_training_r4,0,500000,0
82,1994_10_01_training_r4,0,500000,0
83,1994_11_01_training_r4,0,200046,245953
84,1994_12_01_training_r4,0,55203,367726
85,1995_01_01_training_r4,0,136042,302615
86,1995_02_01_training_r4,0,284831,155056
87,1995_03_01_training_r4,0,500000,0
88,1995_04_01_training_r4,0,500000,0
89,1995_05_01_training_r4,0,500000,0
90,1995_06_01_training_r4,0,500000,0
91,1995_07_01_training_r4,0,500000,0
92,1995_08_01_training_r4,0,500000,0
93,1995_09_01_training_r4,0,500000,0
94,1995_10_01_training_r4,0,500000,0
95,1995_11_01_training_r4,0,500000,0
96,1995_12_01_training_r4,0,500000,0
97,1996_01_01_training_r4,0,500000,0
98,1996_02_01_training_r4,0,500000,0
99,1996_03_01_training_r4,0,500000,0
100,1996_04_01_training_r4,0,500000,0
101,1996_05_01_training_r4,0,500000,0
102,1996_06_01_training_r4,0,500000,0
103,1996_07_01_training_r4,0,500000,0
104,1996_08_01_training_r4,0,500000,0
105,1996_09_01_training_r4,0,500000,0
106,1996_10_01_training_r4,0,14957,328222
107,1996_11_01_training_r4,0,500000,0
108,1996_12_01_training_r4,0,500000,0
109,1997_01_01_training_r4,0,24315,405227
110,1997_02_01_training_r4,0,500000,0
111,1997_03_01_training_r4,0,500000,0
112,1997_04_01_training_r4,0,500000,0
113,1997_05_01_training_r4,0,500000,0
114,1997_06_01_training_r4,0,500000,0
115,1997_07_01_training_r4,0,500000,0
116,1997_08_01_training_r4,0,500000,0
117,1997_09_01_training_r4,0,500000,0
118,1997_10_01_training_r4,0,500000,0
119,1997_11_01_training_r4,0,500000,0
120,1997_12_01_training_r4,0,500000,0
121,1998_01_01_training_r4,0,500000,0
122,1998_02_01_training_r4,0,500000,0
123,1998_03_01_training_r4,0,500000,0
124,1998_04_01_training_r4,0,500000,0
125,1998_05_01_training_r4,0,500000,0
126,1998_06_01_training_r4,0,500000,0
127,1998_07_01_training_r4,0,500000,0
128,1998_08_01_training_r4,0,500000,0
129,1998_09_01_training_r4,0,500000,0
130,1998_10_01_training_r4,0,500000,0
131,1998_11_01_training_r4,0,500000,0
132,1998_12_01_training_r4,0,500000,0
133,1999_01_01_training_r4,0,500000,0
134,1999_02_01_training_r4,0,500000,0
135,1999_03_01_training_r4,0,500000,0
136,1999_04_01_training_r4,0,500000,0
137,1999_05_01_training_r4,0,500000,0
138,1999_06_01_training_r4,0,500000,0
139,1999_07_01_training_r4,0,500000,0
140,1999_08_01_training_r4,0,500000,0
141,1999_09_01_training_r4,0,43746,253196
142,1999_10_01_training_r4,0,500000,0
143,1999_11_01_training_r4,0,13668,379953
144,1999_12_01_training_r4,0,500000,0
145,2000_01_01_training_r4,0,500000,0
146,2000_02_01_training_r4,0,124353,300963
147,2000_03_01_training_r4,0,389305,74733
148,2000_04_01_training_r4,0,54873,382905
149,2000_05_01_training_r4,0,74576,308409
150,2000_06_01_training_r4,0,500000,0
151,2000_07_01_training_r4,0,436773,27156
152,2000_08_01_training_r4,0,388946,14865
153,2000_09_01_training_r4,0,47233,269899
154,2000_10_01_training_r4,0,500000,0
155,2000_11_01_training_r4,0,11573,397414
156,2000_12_01_training_r4,0,500000,0
157,2001_01_01_training_r4,0,339051,97025
158,2001_02_01_training_r4,0,230369,206069
159,2001_03_01_training_r4,0,1794,438779
160,2001_04_01_training_r4,0,134255,301212
161,2001_05_01_training_r4,0,193111,237441
162,2001_06_01_training_r4,0,208510,178560
163,2001_07_01_training_r4,0,500000,0
164,2001_08_01_training_r4,0,300395,89534
165,2001_09_01_training_r4,0,499942,23
166,2001_10_01_training_r4,0,128268,234298
167,2001_11_01_training_r4,0,7175,403392
168,2001_12_01_training_r4,0,25782,404068
169,2002_01_01_training_r4,0,452416,38456
170,2002_02_01_training_r4,0,22710,418891
171,2002_03_01_training_r4,0,2291,446578
172,2002_04_01_training_r4,0,10601,408751
173,2002_05_01_training_r4,0,300854,152817
174,2002_06_01_training_r4,0,500000,0
175,2002_07_01_training_r4,0,500000,0
176,2002_08_01_training_r4,0,500000,0
177,2002_09_01_training_r4,0,131982,213589
178,2002_10_01_training_r4,0,78,333128
179,2002_11_01_training_r4,0,353,405497
180,2002_12_01_training_r4,0,500000,0
181,2003_01_01_training_r4,0,231777,199846
182,2003_02_01_training_r4,0,93322,343308
183,2003_03_01_training_r4,0,381893,98835
184,2003_04_01_training_r4,0,431175,37930
185,2003_05_01_training_r4,0,239798,186267
186,2003_06_01_training_r4,0,500000,0
187,2003_07_01_training_r4,0,500000,0
188,2003_08_01_training_r4,0,221349,125939
189,2003_09_01_training_r4,0,300317,83540
190,2003_10_01_training_r4,0,500000,0
191,2003_11_01_training_r4,0,28444,366701
192,2003_12_01_training_r4,0,9725,401827
193,2004_01_01_training_r4,0,148086,290803
194,2004_02_01_training_r4,0,83877,353473
195,2004_03_01_training_r4,0,1,442147
196,2004_04_01_training_r4,0,15412,374842
197,2004_05_01_training_r4,0,10266,366751
198,2004_06_01_training_r4,0,483128,8119
199,2004_07_01_training_r4,0,500000,0
200,2004_08_01_training_r4,0,300176,58815
201,2004_09_01_training_r4,0,441267,18219
202,2004_10_01_training_r4,0,33,300159
203,2004_11_01_training_r4,0,2804,383999
204,2004_12_01_training_r4,0,10771,387186
205,2005_01_01_training_r4,0,115545,309189
206,2005_02_01_training_r4,0,64353,368727
207,2005_03_01_training_r4,0,67532,356348
208,2005_04_01_training_r4,0,79,400133
209,2005_05_01_training_r4,0,243557,148863
210,2005_06_01_training_r4,0,228099,161275
211,2005_07_01_training_r4,0,455708,12909
212,2005_08_01_training_r4,0,349345,6207
213,2005_09_01_training_r4,0,81728,247378
214,2005_10_01_training_r4,0,133939,273040
215,2005_11_01_training_r4,0,1380,391159
216,2005_12_01_training_r4,0,500000,0
217,2006_01_01_training_r4,0,121992,307690
218,2006_02_01_training_r4,0,36945,394382
219,2006_03_01_training_r4,0,78121,366199
220,2006_04_01_training_r4,0,483938,5612
221,2006_05_01_training_r4,0,555,398355
222,2006_06_01_training_r4,0,28535,307642
223,2006_07_01_training_r4,0,338103,72977
224,2006_08_01_training_r4,0,207524,183349
225,2006_09_01_training_r4,0,430544,30794
226,2006_10_01_training_r4,0,13,368883
227,2006_11_01_training_r4,0,9002,408960
228,2006_12_01_training_r4,0,24433,377948
229,2007_01_01_training_r4,0,158162,270574
230,2007_02_01_training_r4,0,167455,282937
231,2007_03_01_training_r4,0,764,438112
232,2007_04_01_training_r4,0,235,419463
233,2007_05_01_training_r4,0,12,392507
234,2007_06_01_training_r4,0,500000,0
235,2007_07_01_training_r4,0,500000,0
236,2007_08_01_training_r4,0,500000,0
237,2007_09_01_training_r4,0,296771,74378
238,2007_10_01_training_r4,0,83187,303329
239,2007_11_01_training_r4,0,24587,364969
240,2007_12_01_training_r4,0,256726,177451
241,2008_01_01_training_r4,0,101105,323716
242,2008_02_01_training_r4,0,195139,235629
243,2008_03_01_training_r4,0,12422,415800
244,2008_04_01_training_r4,0,2520,396058
245,2008_05_01_training_r4,0,209704,178812
246,2008_06_01_training_r4,0,500000,0
247,2008_07_01_training_r4,0,500000,0
248,2008_08_01_training_r4,0,500000,0
249,2008_09_01_training_r4,0,256712,94713
250,2008_10_01_training_r4,0,672,353117
251,2008_11_01_training_r4,0,12932,381713
252,2008_12_01_training_r4,0,5875,371818
253,2009_01_01_training_r4,0,94867,334209
254,2009_02_01_training_r4,0,45371,390096
255,2009_03_01_training_r4,0,541,433274
256,2009_04_01_training_r4,0,0,423310
257,2009_05_01_training_r4,0,492146,2147
258,2009_06_01_training_r4,0,221302,191630
259,2009_07_01_training_r4,0,50150,278263
260,2009_08_01_training_r4,0,500000,0
261,2009_09_01_training_r4,0,486766,1722
262,2009_10_01_training_r4,0,45,357303
263,2009_11_01_training_r4,0,213878,194807
264,2009_12_01_training_r4,0,221661,198460
265,2010_01_01_training_r4,0,89255,345584
266,2010_02_01_training_r4,0,129227,310201
267,2010_03_01_training_r4,0,52970,384285
268,2010_04_01_training_r4,0,129061,290857
