,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r23,0,8744,455639
1,1988_01_01_training_r23,0,64027,406507
2,1988_02_01_training_r23,0,10929,458011
3,1988_03_01_training_r23,0,500000,0
4,1988_04_01_training_r23,0,473995,10030
5,1988_05_01_training_r23,0,500000,0
6,1988_06_01_training_r23,0,500000,0
7,1988_07_01_training_r23,0,204983,175262
8,1988_08_01_training_r23,0,500000,0
9,1988_09_01_training_r23,0,500000,0
10,1988_10_01_training_r23,0,500000,0
11,1988_11_01_training_r23,0,500000,0
12,1988_12_01_training_r23,0,36878,419963
13,1989_01_01_training_r23,0,126406,339413
14,1989_02_01_training_r23,0,67283,395236
15,1989_03_01_training_r23,0,13634,453499
16,1989_04_01_training_r23,0,500000,0
17,1989_05_01_training_r23,0,500000,0
18,1989_06_01_training_r23,0,500000,0
19,1989_07_01_training_r23,0,500000,0
20,1989_08_01_training_r23,0,134566,256658
21,1989_09_01_training_r23,0,500000,0
22,1989_10_01_training_r23,0,497587,1602
23,1989_11_01_training_r23,0,90368,370038
24,1989_12_01_training_r23,0,498128,1546
25,1990_01_01_training_r23,0,186758,285295
26,1990_02_01_training_r23,0,266335,195531
27,1990_03_01_training_r23,0,8931,460266
28,1990_04_01_training_r23,0,39839,416662
29,1990_05_01_training_r23,0,9013,410049
30,1990_06_01_training_r23,0,500000,0
31,1990_07_01_training_r23,0,500000,0
32,1990_08_01_training_r23,0,500000,0
33,1990_09_01_training_r23,0,500000,0
34,1990_10_01_training_r23,0,500000,0
35,1990_11_01_training_r23,0,500000,0
36,1990_12_01_training_r23,0,500000,0
37,1991_01_01_training_r23,0,10364,463856
38,1991_02_01_training_r23,0,500000,0
39,1991_03_01_training_r23,0,500000,0
40,1991_04_01_training_r23,0,3974,451643
41,1991_05_01_training_r23,0,500000,0
42,1991_06_01_training_r23,0,500000,0
43,1991_07_01_training_r23,0,500000,0
44,1991_08_01_training_r23,0,500000,0
45,1991_09_01_training_r23,0,500000,0
46,1991_10_01_training_r23,0,131469,300421
47,1991_11_01_training_r23,0,35406,423545
48,1991_12_01_training_r23,0,64084,399205
49,1992_01_01_training_r23,0,328480,137332
50,1992_02_01_training_r23,0,500000,0
51,1992_03_01_training_r23,0,500000,0
52,1992_04_01_training_r23,0,271515,179678
53,1992_05_01_training_r23,0,412912,72514
54,1992_06_01_training_r23,0,500000,0
55,1992_07_01_training_r23,0,500000,0
56,1992_08_01_training_r23,0,500000,0
57,1992_09_01_training_r23,0,500000,0
58,1992_10_01_training_r23,0,9237,438640
59,1992_11_01_training_r23,0,500000,0
60,1992_12_01_training_r23,0,500000,0
61,1993_01_01_training_r23,0,500000,0
62,1993_02_01_training_r23,0,500000,0
63,1993_03_01_training_r23,0,377441,106536
64,1993_04_01_training_r23,0,500000,0
65,1993_05_01_training_r23,0,500000,0
66,1993_06_01_training_r23,0,500000,0
67,1993_07_01_training_r23,0,500000,0
68,1993_08_01_training_r23,0,500000,0
69,1993_09_01_training_r23,0,500000,0
70,1993_10_01_training_r23,0,500000,0
71,1993_11_01_training_r23,0,500000,0
72,1993_12_01_training_r23,0,500000,0
73,1994_01_01_training_r23,0,500000,0
74,1994_02_01_training_r23,0,500000,0
75,1994_03_01_training_r23,0,500000,0
76,1994_04_01_training_r23,0,500000,0
77,1994_05_01_training_r23,0,500000,0
78,1994_06_01_training_r23,0,500000,0
79,1994_07_01_training_r23,0,500000,0
