,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r20,0,287032,195569
1,1988_01_01_training_r20,0,8627,450639
2,1988_02_01_training_r20,0,18930,442483
3,1988_03_01_training_r20,0,22502,431981
4,1988_04_01_training_r20,0,261701,208611
5,1988_05_01_training_r20,0,500000,0
6,1988_06_01_training_r20,0,500000,0
7,1988_07_01_training_r20,0,442259,51693
8,1988_08_01_training_r20,0,499691,223
9,1988_09_01_training_r20,0,51017,359772
10,1988_10_01_training_r20,0,500000,0
11,1988_11_01_training_r20,0,396121,95552
12,1988_12_01_training_r20,0,3439,444863
13,1989_01_01_training_r20,0,7746,450241
14,1989_02_01_training_r20,0,181193,289613
15,1989_03_01_training_r20,0,2207,454241
16,1989_04_01_training_r20,0,120675,341349
17,1989_05_01_training_r20,0,491413,5147
18,1989_06_01_training_r20,0,178481,259689
19,1989_07_01_training_r20,0,475521,12946
20,1989_08_01_training_r20,0,490161,8933
21,1989_09_01_training_r20,0,488949,10891
22,1989_10_01_training_r20,0,9589,401499
23,1989_11_01_training_r20,0,10000,439372
24,1989_12_01_training_r20,0,75385,391244
25,1990_01_01_training_r20,0,50601,414084
26,1990_02_01_training_r20,0,272569,210085
27,1990_03_01_training_r20,0,42040,421738
28,1990_04_01_training_r20,0,49215,399594
29,1990_05_01_training_r20,0,15326,416322
30,1990_06_01_training_r20,0,67037,325875
31,1990_07_01_training_r20,0,500000,0
32,1990_08_01_training_r20,0,93327,310923
33,1990_09_01_training_r20,0,499999,1
34,1990_10_01_training_r20,0,67231,380221
35,1990_11_01_training_r20,0,500000,0
36,1990_12_01_training_r20,0,500000,0
37,1991_01_01_training_r20,0,201201,279783
38,1991_02_01_training_r20,0,499984,0
39,1991_03_01_training_r20,0,500000,0
40,1991_04_01_training_r20,0,215846,260327
41,1991_05_01_training_r20,0,446658,44178
42,1991_06_01_training_r20,0,500000,0
43,1991_07_01_training_r20,0,500000,0
44,1991_08_01_training_r20,0,492214,4971
45,1991_09_01_training_r20,0,500000,0
46,1991_10_01_training_r20,0,205422,249885
47,1991_11_01_training_r20,0,6788,437767
48,1991_12_01_training_r20,0,21462,437066
49,1992_01_01_training_r20,0,55870,405954
50,1992_02_01_training_r20,0,400891,79422
51,1992_03_01_training_r20,0,90721,365468
52,1992_04_01_training_r20,0,292163,173725
53,1992_05_01_training_r20,0,394420,79514
54,1992_06_01_training_r20,0,498107,701
55,1992_07_01_training_r20,0,500000,0
56,1992_08_01_training_r20,0,500000,0
57,1992_09_01_training_r20,0,500000,0
58,1992_10_01_training_r20,0,162530,299313
59,1992_11_01_training_r20,0,500000,0
60,1992_12_01_training_r20,0,66839,397662
61,1993_01_01_training_r20,0,419540,43938
62,1993_02_01_training_r20,0,37939,426533
63,1993_03_01_training_r20,0,432250,67201
64,1993_04_01_training_r20,0,47091,406420
65,1993_05_01_training_r20,0,500000,0
66,1993_06_01_training_r20,0,500000,0
67,1993_07_01_training_r20,0,500000,0
68,1993_08_01_training_r20,0,500000,0
69,1993_09_01_training_r20,0,500000,0
70,1993_10_01_training_r20,0,500000,0
71,1993_11_01_training_r20,0,500000,0
72,1993_12_01_training_r20,0,500000,0
73,1994_01_01_training_r20,0,500000,0
74,1994_02_01_training_r20,0,500000,0
75,1994_03_01_training_r20,0,500000,0
76,1994_04_01_training_r20,0,500000,0
77,1994_05_01_training_r20,0,500000,0
78,1994_06_01_training_r20,0,500000,0
79,1994_07_01_training_r20,0,378280,88611
80,1994_08_01_training_r20,0,475952,19000
81,1994_09_01_training_r20,0,266817,170940
82,1994_10_01_training_r20,0,43392,404933
83,1994_11_01_training_r20,0,244933,223348
84,1994_12_01_training_r20,0,311765,161959
85,1995_01_01_training_r20,0,500000,0
86,1995_02_01_training_r20,0,500000,0
87,1995_03_01_training_r20,0,301977,173863
88,1995_04_01_training_r20,0,34721,426991
89,1995_05_01_training_r20,0,473117,17392
90,1995_06_01_training_r20,0,500000,0
91,1995_07_01_training_r20,0,500000,0
92,1995_08_01_training_r20,0,500000,0
93,1995_09_01_training_r20,0,500000,0
94,1995_10_01_training_r20,0,500000,0
95,1995_11_01_training_r20,0,500000,0
96,1995_12_01_training_r20,0,451375,47518
97,1996_01_01_training_r20,0,500000,0
98,1996_02_01_training_r20,0,417619,67332
99,1996_03_01_training_r20,0,498549,164
100,1996_04_01_training_r20,0,247397,233576
101,1996_05_01_training_r20,0,500000,0
102,1996_06_01_training_r20,0,343320,132216
103,1996_07_01_training_r20,0,500000,0
104,1996_08_01_training_r20,0,500000,0
105,1996_09_01_training_r20,0,500000,0
106,1996_10_01_training_r20,0,489159,4745
107,1996_11_01_training_r20,0,500000,0
108,1996_12_01_training_r20,0,500000,0
109,1997_01_01_training_r20,0,500000,0
110,1997_02_01_training_r20,0,500000,0
111,1997_03_01_training_r20,0,500000,0
112,1997_04_01_training_r20,0,500000,0
113,1997_05_01_training_r20,0,500000,0
114,1997_06_01_training_r20,0,500000,0
115,1997_07_01_training_r20,0,500000,0
116,1997_08_01_training_r20,0,500000,0
117,1997_09_01_training_r20,0,500000,0
118,1997_10_01_training_r20,0,500000,0
119,1997_11_01_training_r20,0,500000,0
120,1997_12_01_training_r20,0,500000,0
121,1998_01_01_training_r20,0,500000,0
122,1998_02_01_training_r20,0,500000,0
123,1998_03_01_training_r20,0,500000,0
124,1998_04_01_training_r20,0,500000,0
125,1998_05_01_training_r20,0,500000,0
126,1998_06_01_training_r20,0,500000,0
127,1998_07_01_training_r20,0,500000,0
128,1998_08_01_training_r20,0,500000,0
129,1998_09_01_training_r20,0,500000,0
130,1998_10_01_training_r20,0,500000,0
131,1998_11_01_training_r20,0,500000,0
132,1998_12_01_training_r20,0,500000,0
133,1999_01_01_training_r20,0,500000,0
134,1999_02_01_training_r20,0,500000,0
135,1999_03_01_training_r20,0,500000,0
136,1999_04_01_training_r20,0,500000,0
137,1999_05_01_training_r20,0,500000,0
138,1999_06_01_training_r20,0,500000,0
139,1999_07_01_training_r20,0,500000,0
140,1999_08_01_training_r20,0,500000,0
141,1999_09_01_training_r20,0,372942,82003
142,1999_10_01_training_r20,0,70837,342806
143,1999_11_01_training_r20,0,231742,241701
144,1999_12_01_training_r20,0,18191,434582
145,2000_01_01_training_r20,0,393953,104683
146,2000_02_01_training_r20,0,8751,452425
147,2000_03_01_training_r20,0,18290,440011
148,2000_04_01_training_r20,0,385149,109002
149,2000_05_01_training_r20,0,33511,399691
150,2000_06_01_training_r20,0,500000,0
151,2000_07_01_training_r20,0,353931,92856
152,2000_08_01_training_r20,0,498137,782
153,2000_09_01_training_r20,0,484100,8340
154,2000_10_01_training_r20,0,3947,415058
155,2000_11_01_training_r20,0,223812,248574
156,2000_12_01_training_r20,0,13572,437577
157,2001_01_01_training_r20,0,310524,166614
158,2001_02_01_training_r20,0,59048,402484
159,2001_03_01_training_r20,0,74337,392567
160,2001_04_01_training_r20,0,302112,156248
161,2001_05_01_training_r20,0,41133,402248
162,2001_06_01_training_r20,0,357599,98352
163,2001_07_01_training_r20,0,500000,0
164,2001_08_01_training_r20,0,500000,0
165,2001_09_01_training_r20,0,351807,118955
166,2001_10_01_training_r20,0,18046,403198
167,2001_11_01_training_r20,0,500000,0
168,2001_12_01_training_r20,0,10568,448918
169,2002_01_01_training_r20,0,197663,276433
170,2002_02_01_training_r20,0,157189,313984
171,2002_03_01_training_r20,0,176816,301923
172,2002_04_01_training_r20,0,327703,149806
173,2002_05_01_training_r20,0,21468,420478
174,2002_06_01_training_r20,0,148789,296168
175,2002_07_01_training_r20,0,500000,0
176,2002_08_01_training_r20,0,451318,42454
177,2002_09_01_training_r20,0,336460,115215
178,2002_10_01_training_r20,0,1383,413037
179,2002_11_01_training_r20,0,878,448204
180,2002_12_01_training_r20,0,20846,436396
181,2003_01_01_training_r20,0,110572,352920
182,2003_02_01_training_r20,0,224273,259042
183,2003_03_01_training_r20,0,11661,450123
184,2003_04_01_training_r20,0,362657,111160
185,2003_05_01_training_r20,0,1125,438513
186,2003_06_01_training_r20,0,500000,0
187,2003_07_01_training_r20,0,168613,246253
188,2003_08_01_training_r20,0,500000,0
189,2003_09_01_training_r20,0,500000,0
190,2003_10_01_training_r20,0,392033,84373
191,2003_11_01_training_r20,0,3037,432270
192,2003_12_01_training_r20,0,2977,450418
193,2004_01_01_training_r20,0,9011,451979
194,2004_02_01_training_r20,0,7003,457181
195,2004_03_01_training_r20,0,79834,362556
196,2004_04_01_training_r20,0,50927,384825
197,2004_05_01_training_r20,0,199108,279143
198,2004_06_01_training_r20,0,288042,170920
199,2004_07_01_training_r20,0,500000,0
200,2004_08_01_training_r20,0,107731,281901
201,2004_09_01_training_r20,0,476829,19468
202,2004_10_01_training_r20,0,882,407001
203,2004_11_01_training_r20,0,1850,432971
204,2004_12_01_training_r20,0,44073,392855
205,2005_01_01_training_r20,0,104306,357978
206,2005_02_01_training_r20,0,17246,431599
207,2005_03_01_training_r20,0,463,438078
208,2005_04_01_training_r20,0,341988,129338
209,2005_05_01_training_r20,0,51469,388031
210,2005_06_01_training_r20,0,160883,266792
211,2005_07_01_training_r20,0,249657,198685
212,2005_08_01_training_r20,0,360513,47157
213,2005_09_01_training_r20,0,30649,381833
214,2005_10_01_training_r20,0,5791,409778
215,2005_11_01_training_r20,0,812,436190
216,2005_12_01_training_r20,0,257575,225283
217,2006_01_01_training_r20,0,5781,448158
218,2006_02_01_training_r20,0,136242,321469
219,2006_03_01_training_r20,0,10173,445890
220,2006_04_01_training_r20,0,287852,172820
221,2006_05_01_training_r20,0,307085,172599
222,2006_06_01_training_r20,0,500000,0
223,2006_07_01_training_r20,0,465236,1319
224,2006_08_01_training_r20,0,71681,357916
225,2006_09_01_training_r20,0,26280,374519
226,2006_10_01_training_r20,0,326,428621
227,2006_11_01_training_r20,0,12742,436743
228,2006_12_01_training_r20,0,3561,454350
229,2007_01_01_training_r20,0,29089,432808
230,2007_02_01_training_r20,0,8769,449375
231,2007_03_01_training_r20,0,31,461522
232,2007_04_01_training_r20,0,23845,412159
233,2007_05_01_training_r20,0,242188,233797
234,2007_06_01_training_r20,0,489878,2406
235,2007_07_01_training_r20,0,491800,8200
236,2007_08_01_training_r20,0,259264,146087
237,2007_09_01_training_r20,0,10405,379196
238,2007_10_01_training_r20,0,102803,337027
239,2007_11_01_training_r20,0,169014,299596
240,2007_12_01_training_r20,0,19421,440164
241,2008_01_01_training_r20,0,86560,380019
242,2008_02_01_training_r20,0,145783,317395
243,2008_03_01_training_r20,0,1818,447291
244,2008_04_01_training_r20,0,281808,197889
245,2008_05_01_training_r20,0,153584,305251
246,2008_06_01_training_r20,0,500000,0
247,2008_07_01_training_r20,0,500000,0
248,2008_08_01_training_r20,0,493226,6579
249,2008_09_01_training_r20,0,43429,333508
250,2008_10_01_training_r20,0,5421,421450
251,2008_11_01_training_r20,0,889,443050
252,2008_12_01_training_r20,0,90729,355611
253,2009_01_01_training_r20,0,49580,406313
254,2009_02_01_training_r20,0,18031,446499
255,2009_03_01_training_r20,0,3561,453883
256,2009_04_01_training_r20,0,3781,443908
257,2009_05_01_training_r20,0,2739,441559
258,2009_06_01_training_r20,0,301165,169851
259,2009_07_01_training_r20,0,56825,343545
260,2009_08_01_training_r20,0,465048,34654
261,2009_09_01_training_r20,0,35411,368443
262,2009_10_01_training_r20,0,20222,399980
263,2009_11_01_training_r20,0,1222,447053
264,2009_12_01_training_r20,0,72278,390767
265,2010_01_01_training_r20,0,5625,459200
266,2010_02_01_training_r20,0,8460,445661
267,2010_03_01_training_r20,0,17894,444698
268,2010_04_01_training_r20,0,390411,63388
269,2010_05_01_training_r20,0,500000,0
270,2010_06_01_training_r20,0,500000,0
271,2010_07_01_training_r20,0,263181,171463
272,2010_08_01_training_r20,0,500000,0
273,2010_09_01_training_r20,0,46498,322448
274,2010_10_01_training_r20,0,33593,407859
275,2010_11_01_training_r20,0,75319,380718
276,2010_12_01_training_r20,0,3847,449765
277,2011_01_01_training_r20,0,15024,436321
278,2011_02_01_training_r20,0,3526,458890
279,2011_03_01_training_r20,0,125135,330229
280,2011_04_01_training_r20,0,122463,333493
281,2011_05_01_training_r20,0,225050,240455
282,2011_06_01_training_r20,0,484922,14973
283,2011_07_01_training_r20,0,500000,0
284,2011_08_01_training_r20,0,156057,281130
285,2011_09_01_training_r20,0,81459,342621
286,2011_10_01_training_r20,0,283,428670
287,2011_11_01_training_r20,0,1150,451408
288,2011_12_01_training_r20,0,69430,399280
289,2012_01_01_training_r20,0,146550,320218
290,2012_02_01_training_r20,0,314146,157941
291,2012_03_01_training_r20,0,23483,442469
292,2012_04_01_training_r20,0,278196,194357
293,2012_05_01_training_r20,0,119868,323988
294,2012_06_01_training_r20,0,498988,960
295,2012_07_01_training_r20,0,206610,202903
296,2012_08_01_training_r20,0,307142,148343
297,2012_09_01_training_r20,0,459836,30044
298,2012_10_01_training_r20,0,87397,333573
299,2012_11_01_training_r20,0,4755,441165
300,2012_12_01_training_r20,0,45427,413284
301,2013_01_01_training_r20,0,73369,391982
302,2013_02_01_training_r20,0,141574,336535
303,2013_03_01_training_r20,0,89166,383058
304,2013_04_01_training_r20,0,202850,264739
305,2013_05_01_training_r20,0,479631,20349
306,2013_06_01_training_r20,0,490624,9362
307,2013_07_01_training_r20,0,473673,18157
308,2013_08_01_training_r20,0,56330,353017
309,2013_09_01_training_r20,0,59,386059
310,2013_10_01_training_r20,0,159497,287852
311,2013_11_01_training_r20,0,75,447610
312,2013_12_01_training_r20,0,1233,456390
313,2014_01_01_training_r20,0,2450,462257
314,2014_02_01_training_r20,0,2919,462773
315,2014_03_01_training_r20,0,579,467138
316,2014_04_01_training_r20,0,1472,458994
317,2014_05_01_training_r20,0,205544,254171
318,2014_06_01_training_r20,0,326043,138948
319,2014_07_01_training_r20,0,498817,13
320,2014_08_01_training_r20,0,295124,151306
321,2014_09_01_training_r20,0,154742,250633
322,2014_10_01_training_r20,0,325,399443
323,2014_11_01_training_r20,0,165,451134
324,2014_12_01_training_r20,0,1910,457448
325,2015_01_01_training_r20,0,5053,461668
326,2015_02_01_training_r20,0,38242,438908
327,2015_03_01_training_r20,0,1398,465192
328,2015_04_01_training_r20,0,36130,416464
329,2015_05_01_training_r20,0,301280,171567
330,2015_06_01_training_r20,0,498804,0
331,2015_07_01_training_r20,0,246822,208108
332,2015_08_01_training_r20,0,276566,173387
333,2015_09_01_training_r20,0,892,381914
334,2015_10_01_training_r20,0,0,419673
335,2015_11_01_training_r20,0,301,450522
336,2015_12_01_training_r20,0,4407,449643
337,2016_01_01_training_r20,0,15191,440903
338,2016_02_01_training_r20,0,33564,428404
339,2016_03_01_training_r20,0,345621,128831
340,2016_04_01_training_r20,0,6937,433677
341,2016_05_01_training_r20,0,186610,263173
342,2016_06_01_training_r20,0,391385,76213
343,2016_07_01_training_r20,0,500000,0
344,2016_08_01_training_r20,0,22,369826
345,2016_09_01_training_r20,0,325691,125819
346,2016_10_01_training_r20,0,116,396008
347,2016_11_01_training_r20,0,552,448099
348,2016_12_01_training_r20,0,1412,453208
349,2017_01_01_training_r20,0,2618,460057
350,2017_02_01_training_r20,0,15513,449571
