,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r22,0,6449,445391
1,1988_01_01_training_r22,0,58733,401302
2,1988_02_01_training_r22,0,7863,450089
3,1988_03_01_training_r22,0,499874,126
4,1988_04_01_training_r22,0,338535,116569
5,1988_05_01_training_r22,0,500000,0
6,1988_06_01_training_r22,0,500000,0
7,1988_07_01_training_r22,0,140738,199010
8,1988_08_01_training_r22,0,485425,8192
9,1988_09_01_training_r22,0,499982,18
10,1988_10_01_training_r22,0,500000,0
11,1988_11_01_training_r22,0,500000,0
12,1988_12_01_training_r22,0,12558,432378
13,1989_01_01_training_r22,0,125268,332471
14,1989_02_01_training_r22,0,41491,412042
15,1989_03_01_training_r22,0,20668,435116
16,1989_04_01_training_r22,0,482271,16197
17,1989_05_01_training_r22,0,499684,310
18,1989_06_01_training_r22,0,500000,0
19,1989_07_01_training_r22,0,500000,0
20,1989_08_01_training_r22,0,167901,216181
21,1989_09_01_training_r22,0,500000,0
22,1989_10_01_training_r22,0,355236,109040
23,1989_11_01_training_r22,0,67051,376887
24,1989_12_01_training_r22,0,494739,4980
25,1990_01_01_training_r22,0,154576,309128
26,1990_02_01_training_r22,0,247671,209531
27,1990_03_01_training_r22,0,10151,449847
28,1990_04_01_training_r22,0,43084,400173
29,1990_05_01_training_r22,0,9820,392024
30,1990_06_01_training_r22,0,500000,0
31,1990_07_01_training_r22,0,500000,0
32,1990_08_01_training_r22,0,499721,277
33,1990_09_01_training_r22,0,500000,0
34,1990_10_01_training_r22,0,500000,0
35,1990_11_01_training_r22,0,500000,0
36,1990_12_01_training_r22,0,500000,0
37,1991_01_01_training_r22,0,11553,453487
38,1991_02_01_training_r22,0,500000,0
39,1991_03_01_training_r22,0,500000,0
40,1991_04_01_training_r22,0,6084,435003
41,1991_05_01_training_r22,0,500000,0
42,1991_06_01_training_r22,0,500000,0
43,1991_07_01_training_r22,0,500000,0
44,1991_08_01_training_r22,0,500000,0
45,1991_09_01_training_r22,0,500000,0
46,1991_10_01_training_r22,0,134512,279980
47,1991_11_01_training_r22,0,31998,412887
48,1991_12_01_training_r22,0,103850,350646
49,1992_01_01_training_r22,0,279561,178063
50,1992_02_01_training_r22,0,500000,0
51,1992_03_01_training_r22,0,487384,10525
52,1992_04_01_training_r22,0,156266,278505
53,1992_05_01_training_r22,0,203021,215717
54,1992_06_01_training_r22,0,500000,0
55,1992_07_01_training_r22,0,500000,0
56,1992_08_01_training_r22,0,500000,0
57,1992_09_01_training_r22,0,500000,0
58,1992_10_01_training_r22,0,11612,419555
59,1992_11_01_training_r22,0,500000,0
60,1992_12_01_training_r22,0,500000,0
61,1993_01_01_training_r22,0,500000,0
62,1993_02_01_training_r22,0,500000,0
63,1993_03_01_training_r22,0,209745,252827
64,1993_04_01_training_r22,0,500000,0
65,1993_05_01_training_r22,0,500000,0
66,1993_06_01_training_r22,0,500000,0
67,1993_07_01_training_r22,0,500000,0
68,1993_08_01_training_r22,0,500000,0
69,1993_09_01_training_r22,0,500000,0
70,1993_10_01_training_r22,0,500000,0
71,1993_11_01_training_r22,0,500000,0
72,1993_12_01_training_r22,0,500000,0
73,1994_01_01_training_r22,0,500000,0
74,1994_02_01_training_r22,0,500000,0
75,1994_03_01_training_r22,0,500000,0
76,1994_04_01_training_r22,0,500000,0
77,1994_05_01_training_r22,0,500000,0
78,1994_06_01_training_r22,0,500000,0
79,1994_07_01_training_r22,0,500000,0
80,1994_08_01_training_r22,0,500000,0
81,1994_09_01_training_r22,0,500000,0
82,1994_10_01_training_r22,0,500000,0
83,1994_11_01_training_r22,0,500000,0
84,1994_12_01_training_r22,0,500000,0
85,1995_01_01_training_r22,0,500000,0
86,1995_02_01_training_r22,0,500000,0
87,1995_03_01_training_r22,0,500000,0
88,1995_04_01_training_r22,0,500000,0
89,1995_05_01_training_r22,0,500000,0
90,1995_06_01_training_r22,0,500000,0
91,1995_07_01_training_r22,0,500000,0
92,1995_08_01_training_r22,0,500000,0
93,1995_09_01_training_r22,0,500000,0
94,1995_10_01_training_r22,0,500000,0
95,1995_11_01_training_r22,0,500000,0
96,1995_12_01_training_r22,0,141503,318687
97,1996_01_01_training_r22,0,500000,0
98,1996_02_01_training_r22,0,441684,49680
99,1996_03_01_training_r22,0,495747,404
100,1996_04_01_training_r22,0,8144,436154
101,1996_05_01_training_r22,0,500000,0
102,1996_06_01_training_r22,0,68742,350717
103,1996_07_01_training_r22,0,500000,0
104,1996_08_01_training_r22,0,500000,0
105,1996_09_01_training_r22,0,500000,0
106,1996_10_01_training_r22,0,473764,25783
107,1996_11_01_training_r22,0,500000,0
108,1996_12_01_training_r22,0,500000,0
109,1997_01_01_training_r22,0,500000,0
110,1997_02_01_training_r22,0,500000,0
111,1997_03_01_training_r22,0,500000,0
112,1997_04_01_training_r22,0,500000,0
113,1997_05_01_training_r22,0,500000,0
114,1997_06_01_training_r22,0,500000,0
115,1997_07_01_training_r22,0,500000,0
116,1997_08_01_training_r22,0,500000,0
117,1997_09_01_training_r22,0,500000,0
118,1997_10_01_training_r22,0,500000,0
119,1997_11_01_training_r22,0,500000,0
120,1997_12_01_training_r22,0,500000,0
121,1998_01_01_training_r22,0,500000,0
122,1998_02_01_training_r22,0,500000,0
123,1998_03_01_training_r22,0,500000,0
124,1998_04_01_training_r22,0,500000,0
125,1998_05_01_training_r22,0,500000,0
126,1998_06_01_training_r22,0,500000,0
127,1998_07_01_training_r22,0,500000,0
128,1998_08_01_training_r22,0,500000,0
129,1998_09_01_training_r22,0,500000,0
130,1998_10_01_training_r22,0,500000,0
131,1998_11_01_training_r22,0,500000,0
132,1998_12_01_training_r22,0,500000,0
133,1999_01_01_training_r22,0,500000,0
134,1999_02_01_training_r22,0,500000,0
135,1999_03_01_training_r22,0,500000,0
136,1999_04_01_training_r22,0,500000,0
137,1999_05_01_training_r22,0,500000,0
138,1999_06_01_training_r22,0,500000,0
139,1999_07_01_training_r22,0,500000,0
140,1999_08_01_training_r22,0,500000,0
141,1999_09_01_training_r22,0,106633,271505
142,1999_10_01_training_r22,0,33746,360919
143,1999_11_01_training_r22,0,17939,424729
144,1999_12_01_training_r22,0,499878,122
145,2000_01_01_training_r22,0,26812,429760
146,2000_02_01_training_r22,0,10521,446013
147,2000_03_01_training_r22,0,327503,155368
148,2000_04_01_training_r22,0,19256,403958
149,2000_05_01_training_r22,0,12504,397510
150,2000_06_01_training_r22,0,500000,0
151,2000_07_01_training_r22,0,395159,30831
152,2000_08_01_training_r22,0,500000,0
153,2000_09_01_training_r22,0,500000,0
154,2000_10_01_training_r22,0,1197,389669
155,2000_11_01_training_r22,0,2843,434252
156,2000_12_01_training_r22,0,9728,437214
157,2001_01_01_training_r22,0,26998,425054
158,2001_02_01_training_r22,0,8702,444421
