,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r16,0,500000,0
1,1988_01_01_training_r16,0,16725,438578
2,1988_02_01_training_r16,0,26808,430936
3,1988_03_01_training_r16,0,7087,440638
4,1988_04_01_training_r16,0,472921,26505
5,1988_05_01_training_r16,0,500000,0
6,1988_06_01_training_r16,0,497360,2636
7,1988_07_01_training_r16,0,500000,0
8,1988_08_01_training_r16,0,500000,0
9,1988_09_01_training_r16,0,47493,350970
10,1988_10_01_training_r16,0,472263,24980
11,1988_11_01_training_r16,0,9550,436892
12,1988_12_01_training_r16,0,230174,224621
13,1989_01_01_training_r16,0,21993,435168
14,1989_02_01_training_r16,0,500000,0
15,1989_03_01_training_r16,0,3630,450128
16,1989_04_01_training_r16,0,58072,380068
17,1989_05_01_training_r16,0,500000,0
18,1989_06_01_training_r16,0,44908,351224
19,1989_07_01_training_r16,0,500000,0
20,1989_08_01_training_r16,0,500000,0
21,1989_09_01_training_r16,0,500000,0
22,1989_10_01_training_r16,0,152711,268259
23,1989_11_01_training_r16,0,63141,383060
24,1989_12_01_training_r16,0,72145,381706
25,1990_01_01_training_r16,0,142610,315173
26,1990_02_01_training_r16,0,93421,374217
27,1990_03_01_training_r16,0,329674,167077
28,1990_04_01_training_r16,0,18416,410676
29,1990_05_01_training_r16,0,71135,358354
30,1990_06_01_training_r16,0,500000,0
31,1990_07_01_training_r16,0,499884,116
32,1990_08_01_training_r16,0,423210,53514
33,1990_09_01_training_r16,0,500000,0
34,1990_10_01_training_r16,0,15268,413971
35,1990_11_01_training_r16,0,500000,0
36,1990_12_01_training_r16,0,479921,19858
37,1991_01_01_training_r16,0,493030,6969
38,1991_02_01_training_r16,0,488515,11483
39,1991_03_01_training_r16,0,471679,28296
40,1991_04_01_training_r16,0,500000,0
41,1991_05_01_training_r16,0,481120,9344
42,1991_06_01_training_r16,0,500000,0
43,1991_07_01_training_r16,0,499906,94
44,1991_08_01_training_r16,0,500000,0
45,1991_09_01_training_r16,0,500000,0
46,1991_10_01_training_r16,0,442346,5055
47,1991_11_01_training_r16,0,8730,426781
48,1991_12_01_training_r16,0,107907,344335
49,1992_01_01_training_r16,0,58173,400026
50,1992_02_01_training_r16,0,253005,215005
51,1992_03_01_training_r16,0,27749,421766
52,1992_04_01_training_r16,0,500000,0
53,1992_05_01_training_r16,0,500000,0
54,1992_06_01_training_r16,0,299432,80844
55,1992_07_01_training_r16,0,500000,0
56,1992_08_01_training_r16,0,500000,0
57,1992_09_01_training_r16,0,500000,0
58,1992_10_01_training_r16,0,500000,0
59,1992_11_01_training_r16,0,499972,28
60,1992_12_01_training_r16,0,32940,425603
61,1993_01_01_training_r16,0,395727,60479
62,1993_02_01_training_r16,0,12106,436499
63,1993_03_01_training_r16,0,500000,0
64,1993_04_01_training_r16,0,7199,446929
65,1993_05_01_training_r16,0,492768,7219
66,1993_06_01_training_r16,0,500000,0
67,1993_07_01_training_r16,0,489701,8462
68,1993_08_01_training_r16,0,490971,7214
69,1993_09_01_training_r16,0,500000,0
70,1993_10_01_training_r16,0,463904,35535
