,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r15,0,500000,0
1,1988_01_01_training_r15,0,32482,414848
2,1988_02_01_training_r15,0,51459,404756
3,1988_03_01_training_r15,0,7724,438980
4,1988_04_01_training_r15,0,353073,127746
5,1988_05_01_training_r15,0,500000,0
6,1988_06_01_training_r15,0,436408,52710
7,1988_07_01_training_r15,0,500000,0
8,1988_08_01_training_r15,0,500000,0
9,1988_09_01_training_r15,0,36394,300346
10,1988_10_01_training_r15,0,361026,95615
11,1988_11_01_training_r15,0,13237,421057
12,1988_12_01_training_r15,0,192618,253824
13,1989_01_01_training_r15,0,41065,409400
14,1989_02_01_training_r15,0,433750,57217
15,1989_03_01_training_r15,0,5117,444062
16,1989_04_01_training_r15,0,119902,319950
17,1989_05_01_training_r15,0,500000,0
18,1989_06_01_training_r15,0,150247,253160
19,1989_07_01_training_r15,0,500000,0
20,1989_08_01_training_r15,0,500000,0
21,1989_09_01_training_r15,0,500000,0
22,1989_10_01_training_r15,0,125390,275503
23,1989_11_01_training_r15,0,77721,361328
24,1989_12_01_training_r15,0,108378,340727
25,1990_01_01_training_r15,0,182553,274175
26,1990_02_01_training_r15,0,210743,260603
27,1990_03_01_training_r15,0,225342,253652
28,1990_04_01_training_r15,0,23947,403772
29,1990_05_01_training_r15,0,33179,393320
30,1990_06_01_training_r15,0,500000,0
31,1990_07_01_training_r15,0,500000,0
32,1990_08_01_training_r15,0,348409,101293
33,1990_09_01_training_r15,0,489472,9143
34,1990_10_01_training_r15,0,22684,392947
35,1990_11_01_training_r15,0,500000,0
36,1990_12_01_training_r15,0,391165,91603
37,1991_01_01_training_r15,0,412567,76988
38,1991_02_01_training_r15,0,491180,4833
39,1991_03_01_training_r15,0,360148,123445
40,1991_04_01_training_r15,0,500000,0
41,1991_05_01_training_r15,0,499990,6
42,1991_06_01_training_r15,0,500000,0
43,1991_07_01_training_r15,0,443825,27604
44,1991_08_01_training_r15,0,500000,0
45,1991_09_01_training_r15,0,500000,0
46,1991_10_01_training_r15,0,313838,70452
47,1991_11_01_training_r15,0,12698,403183
48,1991_12_01_training_r15,0,96430,349767
49,1992_01_01_training_r15,0,79312,372658
50,1992_02_01_training_r15,0,339693,128252
51,1992_03_01_training_r15,0,40554,408916
52,1992_04_01_training_r15,0,471432,22684
53,1992_05_01_training_r15,0,500000,0
54,1992_06_01_training_r15,0,230325,72399
55,1992_07_01_training_r15,0,500000,0
56,1992_08_01_training_r15,0,500000,0
57,1992_09_01_training_r15,0,500000,0
58,1992_10_01_training_r15,0,500000,0
59,1992_11_01_training_r15,0,433254,59920
60,1992_12_01_training_r15,0,98352,358485
61,1993_01_01_training_r15,0,389920,65006
62,1993_02_01_training_r15,0,26603,419577
63,1993_03_01_training_r15,0,500000,0
64,1993_04_01_training_r15,0,3024,441739
65,1993_05_01_training_r15,0,433894,54599
66,1993_06_01_training_r15,0,500000,0
67,1993_07_01_training_r15,0,396068,46804
68,1993_08_01_training_r15,0,486450,1090
69,1993_09_01_training_r15,0,500000,0
70,1993_10_01_training_r15,0,344933,129530
71,1993_11_01_training_r15,0,349050,130063
72,1993_12_01_training_r15,0,500000,0
73,1994_01_01_training_r15,0,500000,0
74,1994_02_01_training_r15,0,500000,0
75,1994_03_01_training_r15,0,500000,0
76,1994_04_01_training_r15,0,500000,0
77,1994_05_01_training_r15,0,500000,0
78,1994_06_01_training_r15,0,500000,0
79,1994_07_01_training_r15,0,500000,0
80,1994_08_01_training_r15,0,500000,0
81,1994_09_01_training_r15,0,255158,167656
82,1994_10_01_training_r15,0,18645,412587
83,1994_11_01_training_r15,0,136883,320331
84,1994_12_01_training_r15,0,190683,268075
85,1995_01_01_training_r15,0,411916,75549
86,1995_02_01_training_r15,0,382130,106568
87,1995_03_01_training_r15,0,133880,327949
88,1995_04_01_training_r15,0,5317,450173
89,1995_05_01_training_r15,0,364181,80676
90,1995_06_01_training_r15,0,500000,0
91,1995_07_01_training_r15,0,500000,0
92,1995_08_01_training_r15,0,500000,0
93,1995_09_01_training_r15,0,500000,0
94,1995_10_01_training_r15,0,500000,0
95,1995_11_01_training_r15,0,500000,0
96,1995_12_01_training_r15,0,500000,0
97,1996_01_01_training_r15,0,500000,0
98,1996_02_01_training_r15,0,500000,0
99,1996_03_01_training_r15,0,500000,0
100,1996_04_01_training_r15,0,500000,0
101,1996_05_01_training_r15,0,500000,0
102,1996_06_01_training_r15,0,500000,0
103,1996_07_01_training_r15,0,500000,0
104,1996_08_01_training_r15,0,500000,0
105,1996_09_01_training_r15,0,500000,0
106,1996_10_01_training_r15,0,500000,0
107,1996_11_01_training_r15,0,500000,0
108,1996_12_01_training_r15,0,500000,0
109,1997_01_01_training_r15,0,500000,0
110,1997_02_01_training_r15,0,500000,0
111,1997_03_01_training_r15,0,500000,0
112,1997_04_01_training_r15,0,500000,0
113,1997_05_01_training_r15,0,500000,0
114,1997_06_01_training_r15,0,500000,0
115,1997_07_01_training_r15,0,500000,0
116,1997_08_01_training_r15,0,500000,0
117,1997_09_01_training_r15,0,500000,0
118,1997_10_01_training_r15,0,500000,0
119,1997_11_01_training_r15,0,500000,0
120,1997_12_01_training_r15,0,500000,0
121,1998_01_01_training_r15,0,500000,0
122,1998_02_01_training_r15,0,500000,0
123,1998_03_01_training_r15,0,500000,0
124,1998_04_01_training_r15,0,500000,0
125,1998_05_01_training_r15,0,500000,0
126,1998_06_01_training_r15,0,500000,0
127,1998_07_01_training_r15,0,500000,0
128,1998_08_01_training_r15,0,500000,0
129,1998_09_01_training_r15,0,499994,6
130,1998_10_01_training_r15,0,500000,0
131,1998_11_01_training_r15,0,500000,0
132,1998_12_01_training_r15,0,500000,0
133,1999_01_01_training_r15,0,500000,0
134,1999_02_01_training_r15,0,500000,0
135,1999_03_01_training_r15,0,500000,0
136,1999_04_01_training_r15,0,500000,0
137,1999_05_01_training_r15,0,500000,0
138,1999_06_01_training_r15,0,500000,0
139,1999_07_01_training_r15,0,500000,0
140,1999_08_01_training_r15,0,499997,3
141,1999_09_01_training_r15,0,389124,49077
142,1999_10_01_training_r15,0,115048,291380
143,1999_11_01_training_r15,0,281643,165350
144,1999_12_01_training_r15,0,14151,430799
145,2000_01_01_training_r15,0,377547,110128
146,2000_02_01_training_r15,0,82834,375223
147,2000_03_01_training_r15,0,86334,368762
148,2000_04_01_training_r15,0,155634,280087
