,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r10,0,333697,142833
1,1988_01_01_training_r10,0,123371,320207
2,1988_02_01_training_r10,0,22055,429675
3,1988_03_01_training_r10,0,92117,355613
4,1988_04_01_training_r10,0,3993,438939
5,1988_05_01_training_r10,0,500000,0
6,1988_06_01_training_r10,0,21728,369871
7,1988_07_01_training_r10,0,500000,0
8,1988_08_01_training_r10,0,500000,0
9,1988_09_01_training_r10,0,27442,259908
10,1988_10_01_training_r10,0,292991,137562
11,1988_11_01_training_r10,0,330826,139920
12,1988_12_01_training_r10,0,411613,74770
13,1989_01_01_training_r10,0,86854,359705
14,1989_02_01_training_r10,0,67831,381510
15,1989_03_01_training_r10,0,3712,445411
16,1989_04_01_training_r10,0,232856,215961
17,1989_05_01_training_r10,0,500000,0
18,1989_06_01_training_r10,0,500000,0
19,1989_07_01_training_r10,0,500000,0
20,1989_08_01_training_r10,0,500000,0
21,1989_09_01_training_r10,0,500000,0
22,1989_10_01_training_r10,0,87255,264625
23,1989_11_01_training_r10,0,53858,359022
24,1989_12_01_training_r10,0,206533,238179
25,1990_01_01_training_r10,0,78843,352575
26,1990_02_01_training_r10,0,12013,433043
27,1990_03_01_training_r10,0,500000,0
28,1990_04_01_training_r10,0,498413,1038
29,1990_05_01_training_r10,0,26820,389103
30,1990_06_01_training_r10,0,490706,1
31,1990_07_01_training_r10,0,500000,0
32,1990_08_01_training_r10,0,69638,292216
33,1990_09_01_training_r10,0,328255,112835
34,1990_10_01_training_r10,0,442688,45014
35,1990_11_01_training_r10,0,484981,13746
36,1990_12_01_training_r10,0,192335,248897
37,1991_01_01_training_r10,0,55924,394228
38,1991_02_01_training_r10,0,392085,96559
39,1991_03_01_training_r10,0,66009,383225
40,1991_04_01_training_r10,0,463696,28702
41,1991_05_01_training_r10,0,500000,0
42,1991_06_01_training_r10,0,500000,0
43,1991_07_01_training_r10,0,146089,154140
44,1991_08_01_training_r10,0,500000,0
45,1991_09_01_training_r10,0,500000,0
46,1991_10_01_training_r10,0,253680,156983
47,1991_11_01_training_r10,0,12899,408561
48,1991_12_01_training_r10,0,65461,376589
49,1992_01_01_training_r10,0,147207,302781
50,1992_02_01_training_r10,0,474901,17369
51,1992_03_01_training_r10,0,33460,413333
52,1992_04_01_training_r10,0,194226,249204
53,1992_05_01_training_r10,0,465335,31222
54,1992_06_01_training_r10,0,500000,0
55,1992_07_01_training_r10,0,500000,0
56,1992_08_01_training_r10,0,500000,0
57,1992_09_01_training_r10,0,500000,0
58,1992_10_01_training_r10,0,500000,0
59,1992_11_01_training_r10,0,17521,416050
60,1992_12_01_training_r10,0,354210,96318
61,1993_01_01_training_r10,0,325785,128071
62,1993_02_01_training_r10,0,460645,32619
63,1993_03_01_training_r10,0,500000,0
64,1993_04_01_training_r10,0,495702,2536
65,1993_05_01_training_r10,0,499831,59
66,1993_06_01_training_r10,0,500000,0
67,1993_07_01_training_r10,0,98679,196544
68,1993_08_01_training_r10,0,180128,130171
69,1993_09_01_training_r10,0,385836,83185
70,1993_10_01_training_r10,0,17224,393880
71,1993_11_01_training_r10,0,323820,160046
72,1993_12_01_training_r10,0,405696,82400
73,1994_01_01_training_r10,0,500000,0
74,1994_02_01_training_r10,0,500000,0
75,1994_03_01_training_r10,0,500000,0
76,1994_04_01_training_r10,0,500000,0
77,1994_05_01_training_r10,0,500000,0
