,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r2,0,8661,405050
1,1988_01_01_training_r2,0,27045,400067
2,1988_02_01_training_r2,0,42365,391580
3,1988_03_01_training_r2,0,500000,0
4,1988_04_01_training_r2,0,457885,26041
5,1988_05_01_training_r2,0,500000,0
6,1988_06_01_training_r2,0,247052,168437
7,1988_07_01_training_r2,0,500000,0
8,1988_08_01_training_r2,0,500000,0
9,1988_09_01_training_r2,0,500000,0
10,1988_10_01_training_r2,0,500000,0
11,1988_11_01_training_r2,0,207,383480
12,1988_12_01_training_r2,0,7842,398510
13,1989_01_01_training_r2,0,48742,373022
14,1989_02_01_training_r2,0,68900,360700
15,1989_03_01_training_r2,0,1248,434562
16,1989_04_01_training_r2,0,27331,404536
17,1989_05_01_training_r2,0,492656,40
18,1989_06_01_training_r2,0,500000,0
19,1989_07_01_training_r2,0,500000,0
20,1989_08_01_training_r2,0,500000,0
21,1989_09_01_training_r2,0,500000,0
22,1989_10_01_training_r2,0,144217,207243
23,1989_11_01_training_r2,0,11246,386703
24,1989_12_01_training_r2,0,313668,145840
25,1990_01_01_training_r2,0,142117,288206
26,1990_02_01_training_r2,0,500000,0
27,1990_03_01_training_r2,0,500000,0
28,1990_04_01_training_r2,0,438245,38765
29,1990_05_01_training_r2,0,3116,377495
30,1990_06_01_training_r2,0,413097,441
31,1990_07_01_training_r2,0,500000,0
32,1990_08_01_training_r2,0,500000,0
33,1990_09_01_training_r2,0,500000,0
34,1990_10_01_training_r2,0,11386,355211
35,1990_11_01_training_r2,0,3697,394436
36,1990_12_01_training_r2,0,90510,336211
37,1991_01_01_training_r2,0,500000,0
38,1991_02_01_training_r2,0,148356,273699
39,1991_03_01_training_r2,0,798,434021
40,1991_04_01_training_r2,0,138698,287935
41,1991_05_01_training_r2,0,264916,181411
42,1991_06_01_training_r2,0,500000,0
43,1991_07_01_training_r2,0,216518,123979
44,1991_08_01_training_r2,0,500000,0
45,1991_09_01_training_r2,0,500000,0
46,1991_10_01_training_r2,0,500000,0
47,1991_11_01_training_r2,0,6113,370412
48,1991_12_01_training_r2,0,36120,386455
49,1992_01_01_training_r2,0,500000,0
50,1992_02_01_training_r2,0,229531,203642
51,1992_03_01_training_r2,0,591,430241
52,1992_04_01_training_r2,0,80,396055
53,1992_05_01_training_r2,0,1385,376081
54,1992_06_01_training_r2,0,500000,0
55,1992_07_01_training_r2,0,500000,0
56,1992_08_01_training_r2,0,500000,0
57,1992_09_01_training_r2,0,500000,0
58,1992_10_01_training_r2,0,500000,0
59,1992_11_01_training_r2,0,500000,0
60,1992_12_01_training_r2,0,500000,0
61,1993_01_01_training_r2,0,302875,122235
62,1993_02_01_training_r2,0,396623,81280
63,1993_03_01_training_r2,0,500000,0
64,1993_04_01_training_r2,0,497837,253
65,1993_05_01_training_r2,0,299216,145406
66,1993_06_01_training_r2,0,500000,0
67,1993_07_01_training_r2,0,500000,0
68,1993_08_01_training_r2,0,500000,0
69,1993_09_01_training_r2,0,44941,285175
70,1993_10_01_training_r2,0,500000,0
71,1993_11_01_training_r2,0,27601,380899
72,1993_12_01_training_r2,0,12073,407280
73,1994_01_01_training_r2,0,500000,0
74,1994_02_01_training_r2,0,500000,0
75,1994_03_01_training_r2,0,500000,0
76,1994_04_01_training_r2,0,500000,0
77,1994_05_01_training_r2,0,500000,0
78,1994_06_01_training_r2,0,500000,0
79,1994_07_01_training_r2,0,500000,0
80,1994_08_01_training_r2,0,394494,49210
81,1994_09_01_training_r2,0,500000,0
82,1994_10_01_training_r2,0,500000,0
83,1994_11_01_training_r2,0,155591,288631
84,1994_12_01_training_r2,0,56462,370655
85,1995_01_01_training_r2,0,142286,300336
86,1995_02_01_training_r2,0,314022,132634
87,1995_03_01_training_r2,0,500000,0
88,1995_04_01_training_r2,0,500000,0
89,1995_05_01_training_r2,0,500000,0
90,1995_06_01_training_r2,0,500000,0
91,1995_07_01_training_r2,0,500000,0
92,1995_08_01_training_r2,0,500000,0
93,1995_09_01_training_r2,0,500000,0
94,1995_10_01_training_r2,0,500000,0
95,1995_11_01_training_r2,0,500000,0
96,1995_12_01_training_r2,0,500000,0
97,1996_01_01_training_r2,0,500000,0
98,1996_02_01_training_r2,0,500000,0
99,1996_03_01_training_r2,0,500000,0
100,1996_04_01_training_r2,0,500000,0
101,1996_05_01_training_r2,0,500000,0
102,1996_06_01_training_r2,0,500000,0
103,1996_07_01_training_r2,0,500000,0
104,1996_08_01_training_r2,0,500000,0
105,1996_09_01_training_r2,0,500000,0
106,1996_10_01_training_r2,0,51176,297669
107,1996_11_01_training_r2,0,500000,0
108,1996_12_01_training_r2,0,500000,0
109,1997_01_01_training_r2,0,26318,404227
110,1997_02_01_training_r2,0,500000,0
111,1997_03_01_training_r2,0,500000,0
112,1997_04_01_training_r2,0,500000,0
113,1997_05_01_training_r2,0,500000,0
114,1997_06_01_training_r2,0,500000,0
115,1997_07_01_training_r2,0,500000,0
116,1997_08_01_training_r2,0,500000,0
117,1997_09_01_training_r2,0,500000,0
118,1997_10_01_training_r2,0,500000,0
119,1997_11_01_training_r2,0,500000,0
120,1997_12_01_training_r2,0,500000,0
121,1998_01_01_training_r2,0,500000,0
122,1998_02_01_training_r2,0,500000,0
123,1998_03_01_training_r2,0,500000,0
124,1998_04_01_training_r2,0,500000,0
125,1998_05_01_training_r2,0,500000,0
126,1998_06_01_training_r2,0,500000,0
127,1998_07_01_training_r2,0,500000,0
128,1998_08_01_training_r2,0,500000,0
129,1998_09_01_training_r2,0,500000,0
130,1998_10_01_training_r2,0,500000,0
131,1998_11_01_training_r2,0,500000,0
132,1998_12_01_training_r2,0,500000,0
133,1999_01_01_training_r2,0,500000,0
134,1999_02_01_training_r2,0,500000,0
135,1999_03_01_training_r2,0,500000,0
136,1999_04_01_training_r2,0,500000,0
137,1999_05_01_training_r2,0,500000,0
138,1999_06_01_training_r2,0,500000,0
139,1999_07_01_training_r2,0,500000,0
140,1999_08_01_training_r2,0,500000,0
141,1999_09_01_training_r2,0,100276,209912
142,1999_10_01_training_r2,0,500000,0
143,1999_11_01_training_r2,0,8307,381082
144,1999_12_01_training_r2,0,500000,0
145,2000_01_01_training_r2,0,500000,0
146,2000_02_01_training_r2,0,123663,304569
147,2000_03_01_training_r2,0,380229,80051
148,2000_04_01_training_r2,0,44141,394398
149,2000_05_01_training_r2,0,64150,317181
150,2000_06_01_training_r2,0,500000,0
151,2000_07_01_training_r2,0,379386,36390
152,2000_08_01_training_r2,0,311033,38197
153,2000_09_01_training_r2,0,32558,276749
154,2000_10_01_training_r2,0,500000,0
155,2000_11_01_training_r2,0,8726,398578
156,2000_12_01_training_r2,0,500000,0
157,2001_01_01_training_r2,0,268385,161117
158,2001_02_01_training_r2,0,213581,223526
159,2001_03_01_training_r2,0,42997,401196
160,2001_04_01_training_r2,0,180457,259481
161,2001_05_01_training_r2,0,270470,178522
162,2001_06_01_training_r2,0,372695,70753
163,2001_07_01_training_r2,0,500000,0
164,2001_08_01_training_r2,0,365028,63072
165,2001_09_01_training_r2,0,499695,274
166,2001_10_01_training_r2,0,162905,202192
167,2001_11_01_training_r2,0,3111,401772
168,2001_12_01_training_r2,0,20108,408670
169,2002_01_01_training_r2,0,490909,6887
170,2002_02_01_training_r2,0,35046,407839
171,2002_03_01_training_r2,0,3802,447465
172,2002_04_01_training_r2,0,31453,389219
173,2002_05_01_training_r2,0,440321,16264
174,2002_06_01_training_r2,0,500000,0
175,2002_07_01_training_r2,0,500000,0
176,2002_08_01_training_r2,0,500000,0
177,2002_09_01_training_r2,0,187044,153864
178,2002_10_01_training_r2,0,0,327589
179,2002_11_01_training_r2,0,30,404991
180,2002_12_01_training_r2,0,500000,0
181,2003_01_01_training_r2,0,228143,203509
182,2003_02_01_training_r2,0,82896,351346
183,2003_03_01_training_r2,0,443871,48465
184,2003_04_01_training_r2,0,431102,37320
185,2003_05_01_training_r2,0,141415,274888
186,2003_06_01_training_r2,0,500000,0
187,2003_07_01_training_r2,0,500000,0
188,2003_08_01_training_r2,0,258156,86610
189,2003_09_01_training_r2,0,415448,13471
190,2003_10_01_training_r2,0,500000,0
191,2003_11_01_training_r2,0,33368,364243
192,2003_12_01_training_r2,0,10622,399294
193,2004_01_01_training_r2,0,175573,263897
194,2004_02_01_training_r2,0,73499,361179
195,2004_03_01_training_r2,0,0,440499
196,2004_04_01_training_r2,0,16819,373043
197,2004_05_01_training_r2,0,5851,372811
198,2004_06_01_training_r2,0,361149,71732
199,2004_07_01_training_r2,0,500000,0
200,2004_08_01_training_r2,0,282243,70011
201,2004_09_01_training_r2,0,499902,38
202,2004_10_01_training_r2,0,9,289533
203,2004_11_01_training_r2,0,2498,376461
204,2004_12_01_training_r2,0,15784,385501
205,2005_01_01_training_r2,0,130186,283320
206,2005_02_01_training_r2,0,41939,387356
207,2005_03_01_training_r2,0,54745,360091
208,2005_04_01_training_r2,0,31,394735
209,2005_05_01_training_r2,0,265400,129617
210,2005_06_01_training_r2,0,259081,138957
211,2005_07_01_training_r2,0,445701,15958
212,2005_08_01_training_r2,0,346316,5480
213,2005_09_01_training_r2,0,124693,206308
214,2005_10_01_training_r2,0,155637,253884
215,2005_11_01_training_r2,0,433,387252
216,2005_12_01_training_r2,0,500000,0
217,2006_01_01_training_r2,0,142898,283242
218,2006_02_01_training_r2,0,9920,413114
219,2006_03_01_training_r2,0,75176,367772
220,2006_04_01_training_r2,0,489785,4774
221,2006_05_01_training_r2,0,595,396482
222,2006_06_01_training_r2,0,16445,322749
223,2006_07_01_training_r2,0,393239,53389
224,2006_08_01_training_r2,0,354355,83919
225,2006_09_01_training_r2,0,399954,30178
226,2006_10_01_training_r2,0,1,361687
227,2006_11_01_training_r2,0,9975,405600
228,2006_12_01_training_r2,0,43235,358540
229,2007_01_01_training_r2,0,208621,214898
230,2007_02_01_training_r2,0,152221,298105
231,2007_03_01_training_r2,0,616,437950
232,2007_04_01_training_r2,0,50,419233
233,2007_05_01_training_r2,0,100,391738
234,2007_06_01_training_r2,0,500000,0
235,2007_07_01_training_r2,0,500000,0
236,2007_08_01_training_r2,0,500000,0
237,2007_09_01_training_r2,0,446674,5483
238,2007_10_01_training_r2,0,84003,303710
239,2007_11_01_training_r2,0,35585,352311
240,2007_12_01_training_r2,0,267737,161356
241,2008_01_01_training_r2,0,117158,306271
242,2008_02_01_training_r2,0,240155,191150
243,2008_03_01_training_r2,0,14732,416253
244,2008_04_01_training_r2,0,30273,380684
245,2008_05_01_training_r2,0,361279,76805
246,2008_06_01_training_r2,0,500000,0
247,2008_07_01_training_r2,0,500000,0
248,2008_08_01_training_r2,0,500000,0
249,2008_09_01_training_r2,0,150409,147650
250,2008_10_01_training_r2,0,542,350174
251,2008_11_01_training_r2,0,21230,374634
252,2008_12_01_training_r2,0,9612,386338
253,2009_01_01_training_r2,0,110580,321096
254,2009_02_01_training_r2,0,34783,404258
255,2009_03_01_training_r2,0,387,439333
256,2009_04_01_training_r2,0,0,428445
257,2009_05_01_training_r2,0,492031,1669
258,2009_06_01_training_r2,0,326228,97472
259,2009_07_01_training_r2,0,39914,285165
260,2009_08_01_training_r2,0,500000,0
261,2009_09_01_training_r2,0,484750,2769
262,2009_10_01_training_r2,0,120,354276
263,2009_11_01_training_r2,0,221250,190630
264,2009_12_01_training_r2,0,252603,176581
265,2010_01_01_training_r2,0,110961,328133
266,2010_02_01_training_r2,0,120114,323704
267,2010_03_01_training_r2,0,29717,415132
268,2010_04_01_training_r2,0,148202,282738
269,2010_05_01_training_r2,0,46509,320368
270,2010_06_01_training_r2,0,499841,0
271,2010_07_01_training_r2,0,500000,0
272,2010_08_01_training_r2,0,194236,151514
273,2010_09_01_training_r2,0,500000,0
274,2010_10_01_training_r2,0,7995,338500
275,2010_11_01_training_r2,0,246,391532
276,2010_12_01_training_r2,0,107895,311630
277,2011_01_01_training_r2,0,300249,113526
278,2011_02_01_training_r2,0,96760,331704
279,2011_03_01_training_r2,0,37471,410094
280,2011_04_01_training_r2,0,32603,395431
281,2011_05_01_training_r2,0,453838,38442
282,2011_06_01_training_r2,0,496900,15
283,2011_07_01_training_r2,0,473981,976
284,2011_08_01_training_r2,0,267198,111333
285,2011_09_01_training_r2,0,15860,331075
286,2011_10_01_training_r2,0,238,364947
287,2011_11_01_training_r2,0,1377,411871
288,2011_12_01_training_r2,0,254960,210630
289,2012_01_01_training_r2,0,477958,13723
290,2012_02_01_training_r2,0,160945,288356
291,2012_03_01_training_r2,0,13595,438754
292,2012_04_01_training_r2,0,111647,322002
293,2012_05_01_training_r2,0,300985,141227
294,2012_06_01_training_r2,0,500000,0
295,2012_07_01_training_r2,0,500000,0
296,2012_08_01_training_r2,0,500000,0
297,2012_09_01_training_r2,0,500000,0
298,2012_10_01_training_r2,0,115506,208616
299,2012_11_01_training_r2,0,90138,337819
300,2012_12_01_training_r2,0,231275,202106
301,2013_01_01_training_r2,0,251540,183157
302,2013_02_01_training_r2,0,10220,434792
303,2013_03_01_training_r2,0,75543,384598
304,2013_04_01_training_r2,0,122040,331657
305,2013_05_01_training_r2,0,403594,37800
306,2013_06_01_training_r2,0,290419,166372
