,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r25,0,2753,454491
1,1988_01_01_training_r25,0,13960,451194
2,1988_02_01_training_r25,0,68399,396348
3,1988_03_01_training_r25,0,500000,0
4,1988_04_01_training_r25,0,499725,30
5,1988_05_01_training_r25,0,500000,0
6,1988_06_01_training_r25,0,500000,0
7,1988_07_01_training_r25,0,138940,219316
8,1988_08_01_training_r25,0,500000,0
9,1988_09_01_training_r25,0,500000,0
10,1988_10_01_training_r25,0,500000,0
11,1988_11_01_training_r25,0,500000,0
12,1988_12_01_training_r25,0,6730,437518
13,1989_01_01_training_r25,0,10295,444540
14,1989_02_01_training_r25,0,122925,342564
15,1989_03_01_training_r25,0,15972,431524
16,1989_04_01_training_r25,0,500000,0
17,1989_05_01_training_r25,0,500000,0
18,1989_06_01_training_r25,0,500000,0
19,1989_07_01_training_r25,0,500000,0
20,1989_08_01_training_r25,0,102360,288694
21,1989_09_01_training_r25,0,500000,0
22,1989_10_01_training_r25,0,361555,126678
23,1989_11_01_training_r25,0,12974,426326
24,1989_12_01_training_r25,0,277542,211729
25,1990_01_01_training_r25,0,34501,427305
26,1990_02_01_training_r25,0,38596,412059
27,1990_03_01_training_r25,0,7747,448961
28,1990_04_01_training_r25,0,270071,176002
29,1990_05_01_training_r25,0,8845,393355
30,1990_06_01_training_r25,0,500000,0
31,1990_07_01_training_r25,0,500000,0
32,1990_08_01_training_r25,0,500000,0
33,1990_09_01_training_r25,0,500000,0
34,1990_10_01_training_r25,0,500000,0
35,1990_11_01_training_r25,0,500000,0
36,1990_12_01_training_r25,0,500000,0
37,1991_01_01_training_r25,0,7159,458274
38,1991_02_01_training_r25,0,500000,0
39,1991_03_01_training_r25,0,500000,0
40,1991_04_01_training_r25,0,7226,416096
41,1991_05_01_training_r25,0,500000,0
42,1991_06_01_training_r25,0,500000,0
43,1991_07_01_training_r25,0,500000,0
44,1991_08_01_training_r25,0,500000,0
45,1991_09_01_training_r25,0,500000,0
46,1991_10_01_training_r25,0,31368,384400
47,1991_11_01_training_r25,0,13150,435076
48,1991_12_01_training_r25,0,11121,436118
49,1992_01_01_training_r25,0,185424,270466
50,1992_02_01_training_r25,0,500000,0
51,1992_03_01_training_r25,0,500000,0
52,1992_04_01_training_r25,0,28825,386891
53,1992_05_01_training_r25,0,197277,223688
54,1992_06_01_training_r25,0,500000,0
55,1992_07_01_training_r25,0,500000,0
56,1992_08_01_training_r25,0,500000,0
57,1992_09_01_training_r25,0,500000,0
58,1992_10_01_training_r25,0,8932,428784
59,1992_11_01_training_r25,0,500000,0
60,1992_12_01_training_r25,0,500000,0
61,1993_01_01_training_r25,0,500000,0
62,1993_02_01_training_r25,0,500000,0
63,1993_03_01_training_r25,0,499809,18
64,1993_04_01_training_r25,0,500000,0
65,1993_05_01_training_r25,0,500000,0
66,1993_06_01_training_r25,0,500000,0
67,1993_07_01_training_r25,0,500000,0
68,1993_08_01_training_r25,0,500000,0
69,1993_09_01_training_r25,0,500000,0
70,1993_10_01_training_r25,0,500000,0
71,1993_11_01_training_r25,0,500000,0
72,1993_12_01_training_r25,0,500000,0
73,1994_01_01_training_r25,0,500000,0
74,1994_02_01_training_r25,0,500000,0
75,1994_03_01_training_r25,0,500000,0
76,1994_04_01_training_r25,0,500000,0
77,1994_05_01_training_r25,0,500000,0
78,1994_06_01_training_r25,0,500000,0
79,1994_07_01_training_r25,0,500000,0
80,1994_08_01_training_r25,0,500000,0
81,1994_09_01_training_r25,0,500000,0
82,1994_10_01_training_r25,0,500000,0
83,1994_11_01_training_r25,0,500000,0
84,1994_12_01_training_r25,0,500000,0
85,1995_01_01_training_r25,0,500000,0
86,1995_02_01_training_r25,0,500000,0
87,1995_03_01_training_r25,0,500000,0
88,1995_04_01_training_r25,0,500000,0
89,1995_05_01_training_r25,0,500000,0
90,1995_06_01_training_r25,0,500000,0
91,1995_07_01_training_r25,0,500000,0
92,1995_08_01_training_r25,0,500000,0
93,1995_09_01_training_r25,0,500000,0
94,1995_10_01_training_r25,0,500000,0
95,1995_11_01_training_r25,0,500000,0
96,1995_12_01_training_r25,0,15679,436666
