,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r17,0,500000,0
1,1988_01_01_training_r17,0,13995,443155
2,1988_02_01_training_r17,0,9695,446766
3,1988_03_01_training_r17,0,7842,441650
4,1988_04_01_training_r17,0,500000,0
5,1988_05_01_training_r17,0,500000,0
6,1988_06_01_training_r17,0,500000,0
7,1988_07_01_training_r17,0,500000,0
8,1988_08_01_training_r17,0,500000,0
9,1988_09_01_training_r17,0,40670,359856
10,1988_10_01_training_r17,0,500000,0
11,1988_11_01_training_r17,0,8837,436022
12,1988_12_01_training_r17,0,117112,331779
13,1989_01_01_training_r17,0,24137,432319
14,1989_02_01_training_r17,0,500000,0
15,1989_03_01_training_r17,0,3242,449375
16,1989_04_01_training_r17,0,5883,430309
17,1989_05_01_training_r17,0,498050,1950
18,1989_06_01_training_r17,0,39821,354641
19,1989_07_01_training_r17,0,500000,0
20,1989_08_01_training_r17,0,500000,0
21,1989_09_01_training_r17,0,500000,0
22,1989_10_01_training_r17,0,58825,361587
23,1989_11_01_training_r17,0,28634,416868
24,1989_12_01_training_r17,0,40505,412755
25,1990_01_01_training_r17,0,127155,330503
26,1990_02_01_training_r17,0,143663,319052
27,1990_03_01_training_r17,0,255740,240424
28,1990_04_01_training_r17,0,11196,414983
29,1990_05_01_training_r17,0,143043,294797
30,1990_06_01_training_r17,0,479986,19968
31,1990_07_01_training_r17,0,500000,0
32,1990_08_01_training_r17,0,345641,92191
33,1990_09_01_training_r17,0,500000,0
34,1990_10_01_training_r17,0,11872,416863
35,1990_11_01_training_r17,0,500000,0
36,1990_12_01_training_r17,0,500000,0
37,1991_01_01_training_r17,0,500000,0
38,1991_02_01_training_r17,0,500000,0
39,1991_03_01_training_r17,0,500000,0
40,1991_04_01_training_r17,0,500000,0
41,1991_05_01_training_r17,0,370638,97053
42,1991_06_01_training_r17,0,500000,0
43,1991_07_01_training_r17,0,500000,0
44,1991_08_01_training_r17,0,499999,1
45,1991_09_01_training_r17,0,500000,0
46,1991_10_01_training_r17,0,468263,1867
47,1991_11_01_training_r17,0,6829,427849
48,1991_12_01_training_r17,0,115599,335489
49,1992_01_01_training_r17,0,54669,401516
50,1992_02_01_training_r17,0,169897,293265
51,1992_03_01_training_r17,0,20453,425655
52,1992_04_01_training_r17,0,500000,0
53,1992_05_01_training_r17,0,500000,0
54,1992_06_01_training_r17,0,344025,46874
55,1992_07_01_training_r17,0,500000,0
56,1992_08_01_training_r17,0,500000,0
57,1992_09_01_training_r17,0,500000,0
58,1992_10_01_training_r17,0,500000,0
59,1992_11_01_training_r17,0,500000,0
60,1992_12_01_training_r17,0,24717,433622
61,1993_01_01_training_r17,0,397341,59572
62,1993_02_01_training_r17,0,6556,445094
63,1993_03_01_training_r17,0,500000,0
64,1993_04_01_training_r17,0,7029,446584
65,1993_05_01_training_r17,0,500000,0
66,1993_06_01_training_r17,0,500000,0
67,1993_07_01_training_r17,0,500000,0
68,1993_08_01_training_r17,0,500000,0
69,1993_09_01_training_r17,0,500000,0
70,1993_10_01_training_r17,0,500000,0
71,1993_11_01_training_r17,0,500000,0
72,1993_12_01_training_r17,0,500000,0
